结构,Sn含量,温度,模拟序号,每原子能量,相对能量,每原子标准差
Pt7Sn5O1,5,200,0,-7112.661486397692,3.878384632116649e-05,0.019760149230769228
Pt7Sn5O1,5,200,0,-7112.661151225384,0.0003739561543625314,0.019768798461538464
Pt7Sn5O1,5,200,1,-7112.6613400030765,0.000185178461833857,0.019681415384615382
Pt7Sn5O1,5,200,2,-7112.661525181538,0.0,0.019789012307692307
Pt7Sn5O1,5,300,1,-7112.338734848462,0.3227903330762274,0.030067101538461538
Pt7Sn5O1,5,300,1,-7112.340630582307,0.3208945992309964,0.029822863076923077
Pt7Sn5O1,5,300,1,-7112.338033666154,0.3234915153843758,0.029863570769230772
Pt7Sn5O1,5,300,5,-7112.344519891539,0.3170052899995426,0.029892499230769233
Pt7Sn5O1,5,300,3,-7112.340305554616,0.32121962692235684,0.02979605153846154
Pt7Sn5O1,5,400,2,-7112.027739223077,0.633785958460976,0.03966416230769231
Pt7Sn5O1,5,400,2,-7112.026564816154,0.6349603653843587,0.039868665384615386
Pt7Sn5O1,5,400,2,-7112.025994806923,0.635530374614973,0.039771893076923075
Pt7Sn5O1,5,400,7,-7112.028326653077,0.6331985284614348,0.03991257153846154
Pt7Sn5O1,5,500,10,-7111.695135938461,0.9663892430771739,0.050322740769230774
Pt7Sn5O1,5,500,9,-7111.702590491539,0.9589346899992961,0.04973020307692307
Pt7Sn5O1,5,600,4,-7111.374050949231,1.2874742323074315,0.06070781153846154
Pt7Sn5O1,5,600,4,-7111.362931655384,1.2985935261540362,0.061237849230769234
Pt7Sn5O1,5,600,4,-7111.355183063846,1.306342117692111,0.06178499307692308
Pt7Sn5O1,5,600,14,-7111.36152807,1.299997111538687,0.060343366153846154
Pt7Sn5O1,5,600,13,-7111.374162944616,1.2873622369224904,0.06013116615384616
Pt7Sn5O1,5,600,12,-7111.374614237692,1.2869109438461237,0.06109389153846154
Pt7Sn5O1,5,700,5,-7111.049359678462,1.6121655030765396,0.07063994692307693
Pt7Sn5O1,5,700,5,-7111.048409696154,1.6131154853846965,0.07047517846153846
Pt7Sn5O1,5,700,5,-7111.056084299999,1.6054408815389252,0.07026400615384615
Pt7Sn5O1,5,700,15,-7111.0541133507695,1.6074118307687968,0.07043424538461539
Pt7Sn5O1,5,700,17,-7111.052440593077,1.6090845884609735,0.07050851769230769
Pt7Sn5O1,5,800,6,-7110.694819428461,1.9667057530768943,0.08050903076923076
Pt7Sn5O1,5,800,6,-7110.719732143845,1.9417930376930599,0.08303312230769232
Pt7Sn5O1,5,800,6,-7110.721331726923,1.9401934546149278,0.08103156615384616
Pt7Sn5O1,5,800,18,-7110.721746216154,1.9397789653839936,0.08205343153846155
Pt7Sn5O1,5,800,20,-7110.691581029231,1.9699441523071073,0.08275221538461539
Pt7Sn5O1,5,800,19,-7110.715211314615,1.9463138669234468,0.08102607384615385
Pt7Sn5O1,5,900,7,-7110.385373315385,2.2761518661536684,0.09245983538461539
Pt7Sn5O1,5,900,7,-7110.3672837869235,2.294241394614801,0.09357831230769231
Pt7Sn5O1,5,900,7,-7110.392596632309,2.268928549229713,0.09340628153846153
Pt7Sn5O1,5,900,22,-7110.3756358246155,2.2858893569227803,0.09496693153846153
Pt7Sn5O1,5,900,21,-7110.384715734615,2.2768094469229254,0.0928036776923077
Pt7Sn5O1,5,900,23,-7110.388981106154,2.272544075384758,0.09305448000000001
Pt7Sn5O1,5,1000,25,-7110.043044150769,2.6184810307695443,0.10299126923076923
Pt7Sn5O1,5,1000,24,-7110.058083936923,2.603441244615169,0.10318354307692308
Pt7Sn5O1,5,1000,26,-7110.041446163847,2.6200790176917508,0.10352736153846154
Pt7Sn5O1,5,1100,9,-7109.7048797269235,2.9566454546147725,0.11703907230769231
Pt7Sn5O1,5,1100,27,-7109.721330554616,2.9401946269226755,0.11490956923076924
Pt7Sn5O1,5,1100,28,-7109.72014469923,2.941380482307977,0.11351400615384614
Pt7Sn6O1,6,200,0,-6611.435716510714,0.003532472143888299,0.019512584285714285
Pt7Sn6O1,6,200,0,-6611.439248982858,0.0,0.018728344285714286
Pt7Sn6O1,6,200,2,-6611.427813181428,0.01143580142979772,0.018033149285714284
Pt7Sn6O1,6,200,1,-6611.439106172143,0.0001428107152605662,0.018707305
Pt7Sn6O1,6,200,0,-6611.428643162857,0.010605820000819222,0.018175152857142857
Pt7Sn6O1,6,300,1,-6611.142793682143,0.29645530071502435,0.027468077142857143
Pt7Sn6O1,6,300,1,-6611.142717575,0.29653140785831056,0.027639285000000003
Pt7Sn6O1,6,300,1,-6611.142634973571,0.29661400928671355,0.027570784285714283
Pt7Sn6O1,6,300,3,-6611.142541847143,0.29670713571522356,0.027643454285714287
Pt7Sn6O1,6,300,5,-6611.142377105,0.2968718778574839,0.02765306
Pt7Sn6O1,6,300,4,-6611.1424560621435,0.2967929207143243,0.027702462857142857
Pt7Sn6O1,6,400,2,-6610.843580637857,0.5956683450012861,0.03670336071428571
Pt7Sn6O1,6,400,2,-6610.842850985,0.5963979978578209,0.036998522857142856
Pt7Sn6O1,6,400,7,-6610.839469897143,0.5997790857145446,0.03746740857142857
Pt7Sn6O1,6,400,8,-6610.844249254286,0.5949997285715654,0.03663024214285714
Pt7Sn6O1,6,400,6,-6610.844124998571,0.5951239842870564,0.036605550714285714
Pt7Sn6O1,6,500,9,-6610.556462652143,0.8827863307151347,0.04715243714285715
Pt7Sn6O1,6,500,10,-6610.534899837857,0.9043491450011061,0.046684763571428575
Pt7Sn6O1,6,500,11,-6610.540028063571,0.899220919286563,0.04612067928571428
Pt7Sn6O1,6,600,12,-6610.22615874,1.2130902428580157,0.05659231642857143
Pt7Sn6O1,6,600,14,-6610.243430449285,1.195818533572492,0.05615713
Pt7Sn6O1,6,700,5,-6609.9327291935715,1.506519789286358,0.06517448785714286
Pt7Sn6O1,6,700,5,-6609.960213400715,1.4790355821432968,0.07569429428571428
Pt7Sn6O1,6,700,5,-6609.929086286429,1.5101626964287789,0.07167062571428572
Pt7Sn6O1,6,700,16,-6609.94841841,1.4908305728577034,0.06654324357142857
Pt7Sn6O1,6,700,17,-6609.9236145171435,1.5156344657143563,0.064668405
Pt7Sn6O1,6,700,15,-6609.950352712142,1.488896270715486,0.07653275500000001
Pt7Sn6O1,6,800,19,-6609.650361883571,1.7888870992865122,0.07893835428571429
Pt7Sn6O1,6,800,18,-6609.65226945,1.786979532857913,0.07692549928571428
Pt7Sn6O1,6,800,20,-6609.6581561335715,1.781092849286324,0.07769547357142857
Pt7Sn6O1,6,900,7,-6609.320505459285,2.118743523572448,0.08618157142857143
Pt7Sn6O1,6,900,7,-6609.334852911429,2.1043960714287095,0.08557251857142857
Pt7Sn6O1,6,900,7,-6609.330817808572,2.1084311742861246,0.084351095
Pt7Sn6O1,6,900,22,-6609.353889012857,2.0853599700012637,0.08715043785714285
Pt7Sn6O1,6,900,21,-6609.3354336692855,2.1038153135723405,0.08823713857142856
Pt7Sn6O1,6,900,23,-6609.339134749286,2.1001142335717304,0.08803529571428571
Pt7Sn6O1,6,1000,24,-6609.033769059286,2.4054799235718747,0.094311335
Pt7Sn6O1,6,1000,25,-6609.031400372857,2.4078486100006558,0.09617312357142857
Pt7Sn6O1,6,1100,9,-6608.723053447143,2.7161955357150873,0.10572565714285713
Pt7Sn6O1,6,1100,9,-6608.718584813571,2.720664169286465,0.10363822142857142
Pt7Sn9O4,9,200,0,-4707.9125546365,0.0007346329994106782,0.0146584195
Pt7Sn9O4,9,200,0,-4707.906126017,0.007163252499594819,0.013300463500000002
Pt7Sn9O4,9,200,0,-4707.9078313815,0.005457887999909872,0.0141169975
Pt7Sn9O4,9,200,2,-4707.9132892695,0.0,0.014351873000000001
Pt7Sn9O4,9,200,0,-4707.906114439,0.007174830499934615,0.013349699000000001
Pt7Sn9O4,9,200,1,-4707.9059726725,0.007316596999771718,0.013380027499999999
Pt7Sn9O4,9,300,1,-4707.6993909345,0.21389833499961242,0.020129483
Pt7Sn9O4,9,300,1,-4707.6986848195,0.21460444999956962,0.020232548
Pt7Sn9O4,9,300,1,-4707.699722216,0.2135670534999008,0.0202035305
Pt7Sn9O4,9,300,3,-4707.697622838999,0.21566643050027778,0.0202125305
Pt7Sn9O4,9,300,5,-4707.698387466,0.21490180349974253,0.0201829265
Pt7Sn9O4,9,400,2,-4707.483503711001,0.4297855584991339,0.027052196
Pt7Sn9O4,9,400,2,-4707.483940432,0.4293488374996741,0.026795504999999997
Pt7Sn9O4,9,400,8,-4707.4836337,0.4296555695000279,0.0268986155
Pt7Sn9O4,9,400,6,-4707.484122983,0.4291662864998216,0.026695392499999998
Pt7Sn9O4,9,400,7,-4707.4834193005,0.4298699689998102,0.026954361
Pt7Sn9O4,9,500,3,-4707.266721806,0.6465674635001051,0.0334637085
Pt7Sn9O4,9,500,3,-4707.2667743285,0.6465149409996229,0.0337844405
Pt7Sn9O4,9,500,3,-4707.277790973,0.6354982964994633,0.0337232205
Pt7Sn9O4,9,500,11,-4707.2674017755,0.6458874939999077,0.033507937
Pt7Sn9O4,9,500,10,-4707.271603958,0.6416853114997139,0.034653564
Pt7Sn9O4,9,500,9,-4707.2795982235,0.6336910459995124,0.0337833795
Pt7Sn9O4,9,600,4,-4707.049822858,0.8634664114997577,0.0404240815
Pt7Sn9O4,9,600,4,-4707.0551195905,0.8581696789997295,0.041134499000000005
Pt7Sn9O4,9,600,4,-4707.0547047955,0.8585844740000539,0.042288068
Pt7Sn9O4,9,600,12,-4707.056550758,0.8567385114993158,0.040735111000000004
Pt7Sn9O4,9,600,13,-4707.0510909125,0.8621983570001248,0.0405795205
Pt7Sn9O4,9,600,14,-4707.0526023095,0.860686959999839,0.040764377000000004
Pt7Sn9O4,9,700,5,-4706.822896498999,1.0903927705003298,0.047678567500000005
Pt7Sn9O4,9,700,5,-4706.8407712055,1.0725180640001781,0.0477611
Pt7Sn9O4,9,700,5,-4706.8431150465,1.0701742229994125,0.047779498999999996
Pt7Sn9O4,9,700,17,-4706.8441619205,1.069127349000155,0.0480321915
Pt7Sn9O4,9,700,15,-4706.8361752129995,1.0771140565002497,0.047918569
Pt7Sn9O4,9,700,16,-4706.8434952315,1.0697940379995998,0.0470786335
Pt7Sn9O4,9,800,19,-4706.6142481814995,1.2990410880001946,0.053964736
Pt7Sn9O4,9,800,20,-4706.6125198770005,1.3007693924992054,0.0539714125
Pt7Sn9O4,9,800,18,-4706.618610118499,1.2946791510003095,0.054228120000000005
Pt7Sn9O4,9,900,7,-4706.3855239545,1.5277653149996695,0.062265482999999996
Pt7Sn9O4,9,900,7,-4706.3935144225,1.5197748470000079,0.061326739
Pt7Sn9O4,9,900,7,-4706.3897488825005,1.5235403869992297,0.061591074999999995
Pt7Sn9O4,9,900,21,-4706.3929726735,1.520316596000157,0.0615898835
Pt7Sn9O4,9,900,23,-4706.3926338354995,1.5206554340002185,0.063798272
Pt7Sn9O4,9,900,22,-4706.3913953655,1.5218939039996258,0.0622850555
Pt7Sn9O4,9,1000,8,-4706.165718722999,1.7475705465003557,0.06912060249999999
Pt7Sn9O4,9,1000,8,-4706.160443826,1.7528454434996092,0.06872179
Pt7Sn9O4,9,1000,8,-4706.1727021675,1.7405871020000632,0.06908668999999999
Pt7Sn9O4,9,1000,26,-4706.1602919995,1.7529972699994687,0.06975634550000001
Pt7Sn9O4,9,1000,24,-4706.1703718805,1.7429173889995582,0.0677783355
Pt7Sn9O4,9,1100,27,-4705.9333709190005,1.979918350499247,0.0767084405
Pt7Sn9O4,9,1100,29,-4705.935427366,1.9778619034996154,0.0769954565
Sn10Pt7O4,10,200,0,-4488.308789389048,0.0003291723805887159,0.012957671428571429
Sn10Pt7O4,10,200,0,-4488.308991989047,0.00012657238130486803,0.012885587142857143
Sn10Pt7O4,10,200,0,-4488.308899091428,0.0002194700000472949,0.012905735714285715
Sn10Pt7O4,10,200,0,-4488.309110978571,7.582857506349683e-06,0.012903282857142857
Sn10Pt7O4,10,200,1,-4488.308969487143,0.00014907428521837573,0.012910736666666665
Sn10Pt7O4,10,200,2,-4488.3091185614285,0.0,0.012867124285714284
Sn10Pt7O4,10,300,1,-4488.098295772381,0.21082278904759733,0.01956080095238095
Sn10Pt7O4,10,300,1,-4488.100744886191,0.20837367523745343,0.019596395238095237
Sn10Pt7O4,10,300,1,-4488.099943378572,0.20917518285659753,0.019597593333333333
Sn10Pt7O4,10,300,3,-4488.100034069047,0.20908449238140747,0.019636951904761907
Sn10Pt7O4,10,300,4,-4488.097601416667,0.2115171447612738,0.019768739047619048
Sn10Pt7O4,10,300,5,-4488.100023942858,0.20909461857081624,0.019710336666666668
Sn10Pt7O4,10,400,2,-4487.89233361,0.4167849514287809,0.02621589619047619
Sn10Pt7O4,10,400,2,-4487.891080103333,0.4180384580959071,0.025954798095238093
Sn10Pt7O4,10,400,2,-4487.899816740952,0.40930182047668495,0.02598969380952381
Sn10Pt7O4,10,400,7,-4487.900343763334,0.40877479809478245,0.026162859047619048
Sn10Pt7O4,10,400,8,-4487.899534012857,0.4095845485717291,0.026283943809523806
Sn10Pt7O4,10,400,6,-4487.897905926667,0.4112126347617959,0.026713303333333334
Sn10Pt7O4,10,500,3,-4487.67967031,0.6294482514285846,0.03316758666666667
Sn10Pt7O4,10,500,3,-4487.687080065714,0.6220384957141505,0.03287299238095238
Sn10Pt7O4,10,500,3,-4487.6836092947615,0.6255092666669952,0.03232847857142857
Sn10Pt7O4,10,500,11,-4487.685208562857,0.6239099985714347,0.03293994142857143
Sn10Pt7O4,10,500,9,-4487.684123974286,0.6249945871422824,0.03290246571428571
Sn10Pt7O4,10,600,12,-4487.480753740952,0.8283648204760539,0.03937120571428571
Sn10Pt7O4,10,600,13,-4487.482773551905,0.8263450095237204,0.03953364142857143
Sn10Pt7O4,10,600,14,-4487.484202577619,0.8249159838096602,0.03937916285714286
Sn10Pt7O4,10,700,5,-4487.263467097143,1.0456514642855836,0.04761528142857143
Sn10Pt7O4,10,700,5,-4487.262392208095,1.0467263533337245,0.04689560047619048
Sn10Pt7O4,10,700,15,-4487.2698194380955,1.0392991233329667,0.04665568238095238
Sn10Pt7O4,10,700,17,-4487.257680968095,1.0514375933335032,0.04633275619047619
Sn10Pt7O4,10,800,6,-4487.044841145238,1.2642774161904526,0.05499821
Sn10Pt7O4,10,800,6,-4487.029776272381,1.2793422890472357,0.05558500952380953
Sn10Pt7O4,10,800,6,-4487.046278591904,1.262839969524066,0.05449153619047619
Sn10Pt7O4,10,800,18,-4487.055318727143,1.2537998342859282,0.05364270761904762
Sn10Pt7O4,10,800,20,-4487.051634693809,1.2574838676191575,0.05439745142857143
Sn10Pt7O4,10,800,19,-4487.038924440476,1.2701941209525103,0.05617881047619048
Sn10Pt7O4,10,900,7,-4486.820364136666,1.4887544247621918,0.06184089904761905
Sn10Pt7O4,10,900,7,-4486.815661838571,1.4934567228574451,0.060517119523809525
Sn10Pt7O4,10,900,7,-4486.835504715714,1.4736138457146808,0.061231738095238096
Sn10Pt7O4,10,900,22,-4486.8243395485715,1.4847790128569613,0.060906866190476194
Sn10Pt7O4,10,900,21,-4486.818877867143,1.4902406942856032,0.061291772380952375
Sn10Pt7O4,10,900,23,-4486.831520076191,1.4775984852376496,0.06219878285714285
Sn10Pt7O4,10,1000,8,-4486.602393103809,1.706725457619541,0.0678633219047619
Sn10Pt7O4,10,1000,8,-4486.61876533619,1.690353225238141,0.06713379428571428
Sn10Pt7O4,10,1000,8,-4486.617924417619,1.6911941438092981,0.0672851161904762
Sn10Pt7O4,10,1000,24,-4486.597986149047,1.7111324123816303,0.07034850761904761
Sn10Pt7O4,10,1000,26,-4486.604477952857,1.704640608571026,0.0680783738095238
Sn10Pt7O4,10,1000,25,-4486.604546114286,1.7045724471427093,0.0683730319047619
Sn10Pt7O4,10,1100,9,-4486.389645028095,1.9194735333330755,0.07807410571428572
Sn10Pt7O4,10,1100,29,-4486.386589685714,1.9225288757143062,0.07457953333333334
Sn1Pt2O1,1,200,0,-18932.82736102,0.0,0.059425905
Sn1Pt2O1,1,200,0,-18932.82717197,0.0001890500025183428,0.0595789175
Sn1Pt2O1,1,200,0,-18932.8270524575,0.0003085625030507799,0.05949516
Sn1Pt2O1,1,200,0,-18932.8271498875,0.00021113250113558024,0.05968726
Sn1Pt2O1,1,200,2,-18932.82701145,0.0003495700002531521,0.05933608
Sn1Pt2O1,1,200,1,-18932.8271981175,0.00016290250277961604,0.0595921475
Sn1Pt2O1,1,300,1,-18931.8502334975,0.9771275225029967,0.08934888
Sn1Pt2O1,1,300,1,-18931.8505984675,0.9767625525018957,0.0892836325
Sn1Pt2O1,1,300,1,-18931.85039282,0.976968200000556,0.088955835
Sn1Pt2O1,1,300,5,-18931.85041334,0.9769476800029224,0.089158485
Sn1Pt2O1,1,300,4,-18931.8502115,0.9771495200002391,0.08918567
Sn1Pt2O1,1,300,3,-18931.8503234025,0.9770376175001729,0.089354195
Sn1Pt2O1,1,400,7,-18930.8723899275,1.9549710925020918,0.119387745
Sn1Pt2O1,1,400,8,-18930.872012205,1.9553488150013436,0.1188534075
Sn1Pt2O1,1,500,3,-18929.8937398325,2.933621187501558,0.1493221275
Sn1Pt2O1,1,500,3,-18929.8936160725,2.9337449475024187,0.149397315
Sn1Pt2O1,1,500,3,-18929.893430825,2.9339301950021763,0.149585085
Sn1Pt2O1,1,500,9,-18929.8933672175,2.9339938025004813,0.149623525
Sn1Pt2O1,1,600,12,-18928.9111848125,3.9161762075018487,0.179932625
Sn1Pt2O1,1,600,13,-18928.909013385,3.9183476350008277,0.179276695
Sn1Pt2O1,1,600,14,-18928.9123957475,3.914965272502741,0.1795553275
Sn1Pt2O1,1,700,15,-18927.929459185,4.897901835000084,0.210711005
Sn1Pt2O1,1,700,17,-18927.92934231,4.898018710002361,0.21018753
Sn1Pt2O1,1,800,6,-18926.939195535,5.888165485001082,0.24389658
Sn1Pt2O1,1,800,6,-18926.91715002,5.910211000002164,0.24475491
Sn1Pt2O1,1,800,6,-18926.93093168,5.896429340002214,0.24447732
Sn1Pt2O1,1,800,20,-18926.92461813,5.902742890000809,0.2440628175
Sn1Pt2O1,1,800,18,-18926.94125494,5.8861060800009,0.24247616
Sn1Pt2O1,1,800,19,-18926.9436913575,5.883669662500324,0.2415873825
Sn1Pt2O1,1,900,7,-18925.938495645,6.888865375000023,0.2779005875
Sn1Pt2O1,1,900,7,-18925.9385233325,6.8888376875001995,0.274754385
Sn1Pt2O1,1,900,7,-18925.9417130225,6.8856479975002,0.272896185
Sn1Pt2O1,1,900,23,-18925.953761955,6.873599065002054,0.272240025
Sn1Pt2O1,1,900,21,-18925.95860789,6.8687531300020055,0.27280468
Sn1Pt2O1,1,1000,8,-18924.9380581975,7.889302822502941,0.30701029
Sn1Pt2O1,1,1000,8,-18924.94501911,7.882341910000832,0.304072335
Sn1Pt2O1,1,1000,8,-18924.9286270375,7.898733982499834,0.305171955
Sn1Pt2O1,1,1000,24,-18924.9548465175,7.872514502501872,0.304205595
Sn1Pt2O1,1,1000,25,-18924.92065373,7.906707289999758,0.3127518675
Sn1Pt2O1,1,1000,26,-18924.953774355,7.873586665002222,0.3038909225
Sn1Pt2O1,1,1100,9,-18923.95623039,8.871130630002881,0.332248415
Sn1Pt2O1,1,1100,27,-18923.938428325,8.888932695001131,0.3319680925
Sn1Pt2O1,1,1100,28,-18923.937269535,8.890091485001903,0.34334887
Sn1Pt2O1,1,1100,29,-18923.932776235,8.894584785000916,0.33383648
Sn3O2Pt2,3,200,0,-10908.679476025714,0.00018988285592058674,0.03544879857142857
Sn3O2Pt2,3,200,0,-10908.67966590857,0.0,0.03539726428571428
Sn3O2Pt2,3,200,0,-10908.679300681428,0.00036522714253806043,0.03531699571428572
Sn3O2Pt2,3,200,0,-10908.679501870001,0.00016403856898250524,0.035298545714285715
Sn3O2Pt2,3,200,2,-10908.67965504143,1.0867141099879518e-05,0.035376165714285715
Sn3O2Pt2,3,200,1,-10908.679595322857,7.058571281959303e-05,0.03532513142857143
Sn3O2Pt2,3,300,3,-10908.10851473,0.5711511785702896,0.05319657571428572
Sn3O2Pt2,3,300,4,-10908.108366445715,0.5712994628556771,0.053266702857142856
Sn3O2Pt2,3,300,5,-10908.10868403857,0.5709818699997413,0.05317193428571428
Sn3O2Pt2,3,400,2,-10907.53708801,1.14257789857038,0.07107226
Sn3O2Pt2,3,400,2,-10907.537114248571,1.1425516599992989,0.07096648714285715
Sn3O2Pt2,3,400,2,-10907.536550144287,1.1431157642837206,0.07137603571428572
Sn3O2Pt2,3,400,7,-10907.536977017142,1.1426888914284064,0.07125830285714287
Sn3O2Pt2,3,400,8,-10907.53682290857,1.1428429999996297,0.07102233285714285
Sn3O2Pt2,3,500,3,-10906.965046977142,1.714618931428049,0.08869467857142857
Sn3O2Pt2,3,500,3,-10906.96410567,1.7155602385701059,0.08901789571428571
Sn3O2Pt2,3,500,3,-10906.964133244286,1.7155326642841828,0.08892342857142857
Sn3O2Pt2,3,500,10,-10906.963820924286,1.7158449842845584,0.08909259857142858
Sn3O2Pt2,3,500,9,-10906.964651571428,1.715014337141838,0.08866469571428572
Sn3O2Pt2,3,600,4,-10906.390613987143,2.289051921427017,0.10697997857142857
Sn3O2Pt2,3,600,4,-10906.390471795716,2.2891941128546023,0.10690805714285714
Sn3O2Pt2,3,600,4,-10906.390499454285,2.2891664542858052,0.10652837999999999
Sn3O2Pt2,3,600,12,-10906.38931731857,2.2903485900005762,0.10723929714285715
Sn3O2Pt2,3,600,13,-10906.390685337143,2.288980571427601,0.10695325857142857
Sn3O2Pt2,3,600,14,-10906.390582420001,2.289083488569304,0.10695786142857143
Sn3O2Pt2,3,700,17,-10905.815801024286,2.8638648842843395,0.12532962571428571
Sn3O2Pt2,3,700,15,-10905.816391784287,2.8632741242836346,0.12490521714285714
Sn3O2Pt2,3,700,16,-10905.815406287144,2.864259621426754,0.12517133428571428
Sn3O2Pt2,3,800,6,-10905.23349712,3.4461687885705032,0.14344340142857143
Sn3O2Pt2,3,800,6,-10905.239869222858,3.439796685712281,0.1425325857142857
Sn3O2Pt2,3,800,20,-10905.239144055713,3.440521852857273,0.1426787342857143
Sn3O2Pt2,3,800,18,-10905.237428908571,3.442236999999295,0.14294771857142857
Sn3O2Pt2,3,900,7,-10904.661093234286,4.01857267428386,0.1611766542857143
Sn3O2Pt2,3,900,7,-10904.661569521428,4.018096387142577,0.16139950285714286
Sn3O2Pt2,3,900,7,-10904.65524362,4.024422288570349,0.16226458428571428
Sn3O2Pt2,3,900,21,-10904.663522282857,4.0161436257130845,0.16189203428571428
Sn3O2Pt2,3,900,22,-10904.66017754143,4.0194883671410935,0.16136886857142857
Sn3O2Pt2,3,900,23,-10904.658145435713,4.021520472857446,0.1620713242857143
Sn3O2Pt2,3,1000,25,-10904.080963591428,4.598702317141942,0.1783066514285714
Sn3O2Pt2,3,1000,24,-10904.082681824284,4.596984084286305,0.18063767142857143
Sn3O2Pt2,3,1000,26,-10904.082984624285,4.596681284285296,0.18031686428571428
Sn3O2Pt2,3,1100,9,-10903.501646154285,5.178019754284833,0.19842012857142857
Sn3O2Pt2,3,1100,9,-10903.501400885714,5.178265022856067,0.19910652142857144
Sn3O2Pt2,3,1100,9,-10903.501011592858,5.178654315712265,0.19663551285714287
Sn3O2Pt2,3,1100,29,-10903.50388762,5.175778288570655,0.19971806714285714
Sn3O2Pt2,3,1100,27,-10903.502382417142,5.17728349142817,0.1979206157142857
Sn3Pt4O1,3,200,0,-10307.88355332125,0.002601192500151228,0.03043526625
Sn3Pt4O1,3,200,0,-10307.88584576375,0.0003087499990215292,0.0306952325
Sn3Pt4O1,3,200,0,-10307.88615451375,0.0,0.030639985
Sn3Pt4O1,3,200,2,-10307.88491894625,0.0012355674989521503,0.03071538
Sn3Pt4O1,3,200,1,-10307.88567260125,0.00048191250061790925,0.03068738
Sn3Pt4O1,3,300,1,-10307.3829328275,0.5032216862491623,0.0457190475
Sn3Pt4O1,3,300,1,-10307.38210179875,0.5040527149994887,0.0459620875
Sn3Pt4O1,3,300,3,-10307.3790738425,0.5070806712501508,0.046155695
Sn3Pt4O1,3,300,5,-10307.3830096025,0.5031449112502742,0.04575991
Sn3Pt4O1,3,300,4,-10307.383065315,0.5030891987498762,0.0459139475
Sn3Pt4O1,3,400,2,-10306.8755747975,1.0105797162505041,0.061410485
Sn3Pt4O1,3,400,2,-10306.87693108875,1.0092234250005276,0.06140649375
Sn3Pt4O1,3,400,2,-10306.8753008275,1.0108536862499022,0.06163159625
Sn3Pt4O1,3,400,6,-10306.8787074975,1.0074470162489888,0.06122368125
Sn3Pt4O1,3,400,8,-10306.875342835,1.0108116787505423,0.06166258625
Sn3Pt4O1,3,400,7,-10306.87843786875,1.0077166449991637,0.06151128
Sn3Pt4O1,3,500,3,-10306.368254775,1.5178997387502022,0.0765648425
Sn3Pt4O1,3,500,3,-10306.3718686075,1.5142859062489151,0.0764611225
Sn3Pt4O1,3,500,10,-10306.36977926,1.516375253750084,0.07644591125
Sn3Pt4O1,3,500,11,-10306.3698320025,1.5163225112501095,0.07701247875
Sn3Pt4O1,3,600,14,-10305.85786685625,2.0282876575001865,0.09175717375
Sn3Pt4O1,3,600,13,-10305.8581863375,2.0279681762494874,0.09201636375
Sn3Pt4O1,3,600,12,-10305.85803565125,2.0281188624994684,0.0921804525
Sn3Pt4O1,3,700,17,-10305.35227697875,2.533877534999192,0.1078732725
Sn3Pt4O1,3,700,16,-10305.3505220875,2.535632426250231,0.108523225
Sn3Pt4O1,3,800,18,-10304.8419869475,3.044167566249598,0.12388041625
Sn3Pt4O1,3,800,20,-10304.83990896625,3.046245547498984,0.12277127
Sn3Pt4O1,3,800,19,-10304.83939003,3.0467644837499392,0.12393593875
Sn3Pt4O1,3,900,22,-10304.32703537125,3.559119142499185,0.13933249
Sn3Pt4O1,3,900,21,-10304.319366635,3.566787878749892,0.13959343875
Sn3Pt4O1,3,1000,24,-10303.78861284,4.09754167374922,0.15445538125
Sn3Pt4O1,3,1000,26,-10303.7958963925,4.090258121250372,0.15563142625
Sn3Pt4O1,3,1000,25,-10303.8018822225,4.084272291249363,0.15421342
Sn3Pt4O1,3,1100,9,-10303.2782158625,4.6079386512501515,0.1730940275
Sn3Pt4O1,3,1100,9,-10303.28270079,4.603453723750135,0.17299689625
Sn3Pt4O1,3,1100,9,-10303.25153628125,4.6346182324996335,0.17556454
Sn3Pt4O1,3,1100,28,-10303.28756543375,4.598589080000238,0.17572413625
Sn3Pt4O1,3,1100,27,-10303.29365759125,4.592496922499777,0.1732288375
Sn3Pt4O1,3,1100,29,-10303.2771579375,4.60899657624941,0.17379389125
Sn4Pt3O1,4,200,0,-9911.0577779625,0.00042144375038333237,0.03140897375
Sn4Pt3O1,4,200,0,-9911.0565438975,0.0016555087495362386,0.03150459875
Sn4Pt3O1,4,200,0,-9911.05819940625,0.0,0.0315175875
Sn4Pt3O1,4,200,2,-9911.05798130375,0.00021810250109410845,0.0313540325
Sn4Pt3O1,4,200,0,-9911.058008985,0.00019042125131818466,0.03134442375
Sn4Pt3O1,4,200,1,-9911.0578439575,0.0003554487502697157,0.03157579875
Sn4Pt3O1,4,300,1,-9910.5329057825,0.5252936237502581,0.0472558325
Sn4Pt3O1,4,300,1,-9910.5485678225,0.5096315837508882,0.04844134875
Sn4Pt3O1,4,300,5,-9910.5330197925,0.5251796137508791,0.0472130725
Sn4Pt3O1,4,300,4,-9910.5327888,0.525410606251171,0.04688302125
Sn4Pt3O1,4,300,3,-9910.55509378875,0.5031056175012054,0.0492113425
Sn4Pt3O1,4,400,2,-9910.0539607225,1.0042386837503727,0.06282225
Sn4Pt3O1,4,400,2,-9910.0486787,1.009520706249532,0.06270263
Sn4Pt3O1,4,400,2,-9910.03074391,1.0274554962506954,0.061690495
