结构,Sn含量,Tm(K),Cv_before(J/mol·K),Cv_after(J/mol·K),Cv_jump_ratio,baseline_Cv(J/mol·K)
Cv-2,8,1100,2.989677838895659,3.6328395444434136,1.2151274285075908,2.281424711902998
