composition,temperature,element,n_runs_total,n_runs_outlier,n_runs_clean,D_all,r2_all,D_clean,r2_clean,delta_r2,delta_D,delta_D_pct,improved
O2Pt7Sn7,1100K,Sn,6,4,2,2.118466444928215e-06,0.9705109598738493,2.118466444928215e-06,0.9705109598738493,0.0,0.0,0.0,False
O2Pt7Sn7,200K,Pt,6,1,5,1.3746063572548228e-08,0.644230746910251,2.44484493953459e-09,0.06668083791596316,-0.5775499089942878,-1.1301218633013638e-08,-82.21421771672071,False
O2Pt7Sn7,200K,PtSn,6,1,5,1.361442344158509e-08,0.6610456354395458,2.5573672495860612e-09,0.0755379823179327,-0.585507653121613,-1.1057056191999028e-08,-81.21575062977243,False
O2Pt7Sn7,200K,Sn,6,1,5,1.3398077776078309e-08,0.6744694896701235,2.742271217831525e-09,0.08021729118392953,-0.594252198486194,-1.0655806558246784e-08,-79.53235334453923,False
O2Pt7Sn7,300K,Pt,6,0,6,-4.877352520150709e-09,0.009586053565737348,-4.877352520150709e-09,0.009586053565737348,0.0,0.0,-0.0,False
O2Pt7Sn7,300K,PtSn,6,0,6,-5.5687322522686445e-09,0.013288129963465987,-5.5687322522686445e-09,0.013288129963465987,0.0,0.0,-0.0,False
O2Pt7Sn7,300K,Sn,6,0,6,-6.7048972577221155e-09,0.02112178650933467,-6.7048972577221155e-09,0.02112178650933467,0.0,0.0,-0.0,False
O2Pt7Sn7,400K,Pt,6,0,6,-9.563507063560453e-09,0.11973571615541065,-9.563507063560453e-09,0.11973571615541065,0.0,0.0,-0.0,False
O2Pt7Sn7,400K,PtSn,6,0,6,-7.54345651196761e-09,0.0901980390065164,-7.54345651196761e-09,0.0901980390065164,0.0,0.0,-0.0,False
O2Pt7Sn7,400K,Sn,6,0,6,-4.2239048988581845e-09,0.03557189642391827,-4.2239048988581845e-09,0.03557189642391827,0.0,0.0,-0.0,False
O2Pt7Sn7,500K,Pt,6,0,6,2.6742076630985404e-07,0.9807129602642003,2.6742076630985404e-07,0.9807129602642003,0.0,0.0,0.0,False
O2Pt7Sn7,500K,PtSn,6,0,6,2.562026791900817e-07,0.9808279025586742,2.562026791900817e-07,0.9808279025586742,0.0,0.0,0.0,False
O2Pt7Sn7,500K,Sn,6,0,6,2.377678396546923e-07,0.9772664744339686,2.377678396546923e-07,0.9772664744339686,0.0,0.0,0.0,False
O2Pt7Sn7,600K,Pt,6,0,6,2.092059157481592e-07,0.893001597826329,2.092059157481592e-07,0.893001597826329,0.0,0.0,0.0,False
O2Pt7Sn7,600K,PtSn,6,0,6,2.3745574104684316e-07,0.9176538970044822,2.3745574104684316e-07,0.9176538970044822,0.0,0.0,0.0,False
O2Pt7Sn7,600K,Sn,6,0,6,2.8387915253722553e-07,0.9249788816340851,2.8387915253722553e-07,0.9249788816340851,0.0,0.0,0.0,False
O2Pt7Sn7,700K,Pt,6,1,5,5.082480593904098e-07,0.9701344987247437,4.832034747415687e-07,0.9688875362256181,-0.0012469624991255923,-2.504458464884113e-08,-4.92763015738407,False
O2Pt7Sn7,700K,PtSn,6,1,5,4.2542267279946857e-07,0.960933362448459,3.694013958381757e-07,0.9519451680080145,-0.008988194440444408,-5.602127696129284e-08,-13.168380658381032,False
O2Pt7Sn7,700K,Sn,6,1,5,2.8931439436636985e-07,0.9037741236576508,1.8238863266162016e-07,0.8003106079959582,-0.10346351566169254,-1.069257617047497e-07,-36.95832761412677,False
O2Pt7Sn7,800K,Pt,6,0,6,9.107763901416227e-07,0.9772471013089618,9.107763901416227e-07,0.9772471013089618,0.0,0.0,0.0,False
O2Pt7Sn7,800K,PtSn,6,0,6,8.074749882871661e-07,0.9816368187753506,8.074749882871661e-07,0.9816368187753506,0.0,0.0,0.0,False
O2Pt7Sn7,800K,Sn,6,0,6,6.377183287587439e-07,0.9779641880576756,6.377183287587439e-07,0.9779641880576756,0.0,0.0,0.0,False
O2Pt7Sn7,900K,Pt,6,0,6,1.0189728579204328e-06,0.8912498239951219,1.0189728579204328e-06,0.8912498239951219,0.0,0.0,0.0,False
O2Pt7Sn7,900K,PtSn,6,0,6,9.579232444184434e-07,0.9089280434653316,9.579232444184434e-07,0.9089280434653316,0.0,0.0,0.0,False
O2Pt7Sn7,900K,Sn,6,0,6,8.575995421395865e-07,0.9280188800269383,8.575995421395865e-07,0.9280188800269383,0.0,0.0,0.0,False
O2Sn8Pt7,1000K,Pt,6,3,3,1.2941999460738306e-06,0.9648414932428737,1.2941999460738306e-06,0.9648414932428737,0.0,0.0,0.0,False
O2Sn8Pt7,1000K,PtSn,6,3,3,1.215463137297762e-06,0.9593367530082418,1.215463137297762e-06,0.9593367530082418,0.0,0.0,0.0,False
O2Sn8Pt7,1000K,Sn,6,3,3,1.1022472746536144e-06,0.9329338612104849,1.1022472746536144e-06,0.9329338612104849,0.0,0.0,0.0,False
O2Sn8Pt7,1100K,Pt,6,2,4,2.3847883857508775e-06,0.9774010168572486,3.459705687566677e-06,0.9459353929270752,-0.03146562393017338,1.0749173018157995e-06,45.073907112196444,False
O2Sn8Pt7,1100K,PtSn,6,2,4,2.4743232994045015e-06,0.9749164213102499,3.350532467476478e-06,0.9437395700277134,-0.031176851282536555,8.762091680719766e-07,35.41207279917119,False
O2Sn8Pt7,1100K,Sn,6,2,4,2.603065345917694e-06,0.9649863141832641,3.193552433734843e-06,0.923015828272813,-0.04197048591045105,5.904870878171492e-07,22.684297524193607,False
O2Sn8Pt7,200K,Pt,6,0,6,2.289028741972874e-10,0.015796764285079045,2.289028741972874e-10,0.015796764285079045,0.0,0.0,0.0,False
O2Sn8Pt7,200K,PtSn,6,0,6,3.197410678890287e-10,0.031435469107576025,3.197410678890287e-10,0.031435469107576025,0.0,0.0,0.0,False
O2Sn8Pt7,200K,Sn,6,0,6,4.5035668984427826e-10,0.04623143791923259,4.5035668984427826e-10,0.04623143791923259,0.0,0.0,0.0,False
O2Sn8Pt7,300K,Pt,6,0,6,-1.2577027361943005e-09,0.006024797202303788,-1.2577027361943005e-09,0.006024797202303788,0.0,0.0,-0.0,False
O2Sn8Pt7,300K,PtSn,6,0,6,-7.805507462722469e-10,0.002887416223245885,-7.805507462722469e-10,0.002887416223245885,0.0,0.0,-0.0,False
O2Sn8Pt7,300K,Sn,6,0,6,-9.445583026172221e-11,5.282700446032851e-05,-9.445583026172221e-11,5.282700446032851e-05,0.0,0.0,-0.0,False
O2Sn8Pt7,400K,Pt,6,1,5,5.495370230843656e-08,0.8850626603000031,6.646136469435516e-08,0.9086194404187391,0.023556780118735965,1.1507662385918604e-08,20.94064986073183,True
O2Sn8Pt7,400K,PtSn,6,1,5,5.703478786687427e-08,0.8837064835125495,6.852922340711107e-08,0.9048285862279164,0.021122102715366853,1.1494435540236793e-08,20.15337650955435,True
O2Sn8Pt7,400K,Sn,6,1,5,6.002718392591989e-08,0.8732104189926589,7.150260009119539e-08,0.8905730694870484,0.017362650494389453,1.1475416165275493e-08,19.11703234227581,True
O2Sn8Pt7,500K,Pt,6,1,5,4.932882168798604e-08,0.7686551188102348,2.0118394690937522e-08,0.6750038457162826,-0.09365127309395227,-2.9210426997048516e-08,-59.21574040793006,False
O2Sn8Pt7,500K,PtSn,6,1,5,5.163497606400624e-08,0.7905291613003633,2.0478814116741904e-08,0.6691501402957616,-0.12137902100460174,-3.1156161947264334e-08,-60.33925901048824,False
O2Sn8Pt7,500K,Sn,6,1,5,5.4950997032639405e-08,0.8024543690006728,2.0997047860155606e-08,0.6139032813129159,-0.18855108768775686,-3.3953949172483795e-08,-61.7895052064589,False
O2Sn8Pt7,600K,Pt,6,1,5,-7.90915418506409e-09,0.07401897708655591,1.6292770791744094e-08,0.16422838178093146,0.09020940469437555,2.4201924976808185e-08,-305.9989021646829,True
O2Sn8Pt7,600K,PtSn,6,1,5,-5.579282163081276e-09,0.04628013236951814,1.0622179239207095e-08,0.09129776880654321,0.04501763643702507,1.620146140228837e-08,-290.3861272601559,True
O2Sn8Pt7,600K,Sn,6,1,5,-2.229205207138226e-09,0.0082511743831543,2.4684110860455012e-09,0.005768329661677241,-0.002482844721477059,4.6976162931837276e-09,-210.73054549403102,False
O2Sn8Pt7,700K,Pt,6,0,6,4.010324989439378e-07,0.9757671408493207,4.010324989439378e-07,0.9757671408493207,0.0,0.0,0.0,False
O2Sn8Pt7,700K,PtSn,6,0,6,3.9926466405242824e-07,0.9851131366651107,3.9926466405242824e-07,0.9851131366651107,0.0,0.0,0.0,False
O2Sn8Pt7,700K,Sn,6,0,6,3.967226851282529e-07,0.9872437854959857,3.967226851282529e-07,0.9872437854959857,0.0,0.0,0.0,False
O2Sn8Pt7,800K,Pt,6,0,6,5.65024474056097e-07,0.9490850786483019,5.65024474056097e-07,0.9490850786483019,0.0,0.0,0.0,False
O2Sn8Pt7,800K,PtSn,6,0,6,3.8818422453301067e-07,0.8763301995173606,3.8818422453301067e-07,0.8763301995173606,0.0,0.0,0.0,False
O2Sn8Pt7,800K,Sn,6,0,6,1.339054058714413e-07,0.3591355974944209,1.339054058714413e-07,0.3591355974944209,0.0,0.0,0.0,False
O2Sn8Pt7,900K,Pt,6,2,4,6.453960914854936e-07,0.9450608023240308,5.318881618525608e-07,0.8315074533843567,-0.11355334893967406,-1.1350792963293279e-07,-17.587328329131054,False
O2Sn8Pt7,900K,PtSn,6,2,4,8.202196113802683e-07,0.9417816100667308,7.841641219295811e-07,0.9241378569025398,-0.01764375316419098,-3.605548945068724e-08,-4.395833621926321,False
O2Sn8Pt7,900K,Sn,6,2,4,1.0715984852682991e-06,0.930739756332116,1.146912174541561e-06,0.9495609734656368,0.018821217133520807,7.531368927326187e-08,7.028163095471843,True
O3Pt5Sn7,1000K,Pt,6,2,4,2.561618501948215e-06,0.970123124447794,2.2778453491248134e-06,0.9805220815121941,0.010398957064400083,-2.8377315282340174e-07,-11.07788504055466,True
O3Pt5Sn7,1000K,PtSn,6,2,4,2.0469095526044852e-06,0.9701469985550907,2.016242909034283e-06,0.9790772408591571,0.008930242304066471,-3.0666643570202034e-08,-1.4981924106603457,True
O3Pt5Sn7,1000K,Sn,6,2,4,1.442745801085078e-06,0.958842762010554,1.709175006581636e-06,0.9646591743214494,0.005816412310895469,2.664292054965579e-07,18.46681551914263,True
O3Pt5Sn7,1100K,Pt,6,4,2,1.754505801798999e-06,0.9179301909427625,1.754505801798999e-06,0.9179301909427625,0.0,0.0,0.0,False
O3Pt5Sn7,1100K,PtSn,6,4,2,1.5487845680029382e-06,0.9384439238875959,1.5487845680029382e-06,0.9384439238875959,0.0,0.0,0.0,False
O3Pt5Sn7,1100K,Sn,6,4,2,1.3073098947317245e-06,0.9534063977965161,1.3073098947317245e-06,0.9534063977965161,0.0,0.0,0.0,False
O3Pt5Sn7,200K,Pt,6,0,6,1.6335840234029278e-09,0.1032038786855862,1.6335840234029278e-09,0.1032038786855862,0.0,0.0,0.0,False
O3Pt5Sn7,200K,PtSn,6,0,6,1.4222307737571973e-09,0.10101415807346437,1.4222307737571973e-09,0.10101415807346437,0.0,0.0,0.0,False
O3Pt5Sn7,200K,Sn,6,0,6,1.1741418689681552e-09,0.08322626084802023,1.1741418689681552e-09,0.08322626084802023,0.0,0.0,0.0,False
O3Pt5Sn7,300K,Pt,6,0,6,6.528202813640888e-08,0.8111929052912065,6.528202813640888e-08,0.8111929052912065,0.0,0.0,0.0,False
O3Pt5Sn7,300K,PtSn,6,0,6,6.256751004028696e-08,0.811865233933413,6.256751004028696e-08,0.811865233933413,0.0,0.0,0.0,False
O3Pt5Sn7,300K,Sn,6,0,6,5.938126395477512e-08,0.8021208341783387,5.938126395477512e-08,0.8021208341783387,0.0,0.0,0.0,False
O3Pt5Sn7,400K,Pt,6,1,5,7.901781772805327e-08,0.7891008964501287,1.1645063387058574e-08,0.09602715497072312,-0.6930737414794056,-6.73727543409947e-08,-85.26273728903007,False
O3Pt5Sn7,400K,PtSn,6,1,5,9.733138719470676e-08,0.8900406985201766,1.4847118705527028e-08,0.18623983686346718,-0.7038008616567095,-8.248426848917973e-08,-84.74580591785251,False
O3Pt5Sn7,400K,Sn,6,1,5,1.1882783075739663e-07,0.9326215853877565,1.860567839480676e-08,0.32691623474743275,-0.6057053506403238,-1.0022215236258987e-07,-84.34232260555795,False
O3Pt5Sn7,500K,Pt,6,1,5,1.634610388468007e-07,0.8222212372528056,1.0643966034895205e-08,0.01708269218557229,-0.8051385450672333,-1.528170728119055e-07,-93.48837734668322,False
O3Pt5Sn7,500K,PtSn,6,1,5,1.1054676686527222e-07,0.7171061695019929,6.712988217049376e-09,0.009413262406309483,-0.7076929070956834,-1.0383377864822284e-07,-93.92746761627976,False
O3Pt5Sn7,500K,Sn,6,1,5,4.84362597196053e-08,0.3539080641341946,2.0988370722200818e-09,0.00134366700063925,-0.35256439713355536,-4.633742264738522e-08,-95.6668060573419,False
O3Pt5Sn7,600K,Pt,6,1,5,3.617380134047203e-07,0.8999864070882545,1.4836418403797045e-07,0.643009285609567,-0.25697712147868745,-2.1337382936674984e-07,-58.98573593591963,False
O3Pt5Sn7,600K,PtSn,6,1,5,3.0080456026332033e-07,0.8976396717298882,1.350304234389916e-07,0.6527543697295431,-0.24488530200034508,-1.6577413682432874e-07,-55.110247224713696,False
O3Pt5Sn7,600K,Sn,6,1,5,2.292810766347816e-07,0.883837187081852,1.1937937416816953e-07,0.6524260181600566,-0.23141116892179536,-1.0990170246661206e-07,-47.93317620436371,False
O3Pt5Sn7,700K,Pt,6,0,6,4.378391085081095e-07,0.9320574460100108,4.378391085081095e-07,0.9320574460100108,0.0,0.0,0.0,False
O3Pt5Sn7,700K,PtSn,6,0,6,3.5142458200901884e-07,0.9067114733057332,3.5142458200901884e-07,0.9067114733057332,0.0,0.0,0.0,False
O3Pt5Sn7,700K,Sn,6,0,6,2.4999175974409516e-07,0.8115629278948555,2.4999175974409516e-07,0.8115629278948555,0.0,0.0,0.0,False
O3Pt5Sn7,800K,Pt,6,1,5,6.777649579157949e-07,0.9498909592215338,4.120083597637404e-07,0.5944922349907744,-0.35539872423075936,-2.657565981520545e-07,-39.21073154464736,False
O3Pt5Sn7,800K,PtSn,6,1,5,4.974307427543877e-07,0.9368727761368739,3.131287894012288e-07,0.551608258635596,-0.3852645175012779,-1.8430195335315887e-07,-37.050776623221324,False
O3Pt5Sn7,800K,Sn,6,1,5,2.8575514605486085e-07,0.8713909456823457,1.970644114546317e-07,0.43672275056043164,-0.434668195121914,-8.869073460022914e-08,-31.037318426175187,False
O3Pt5Sn7,900K,Pt,6,0,6,1.1010262932495665e-06,0.9598638197339612,1.1010262932495665e-06,0.9598638197339612,0.0,0.0,0.0,False
O3Pt5Sn7,900K,PtSn,6,0,6,9.819097698403831e-07,0.9624934996746392,9.819097698403831e-07,0.9624934996746392,0.0,0.0,0.0,False
O3Pt5Sn7,900K,Sn,6,0,6,8.420915166770979e-07,0.9589532223874774,8.420915166770979e-07,0.9589532223874774,0.0,0.0,0.0,False
O3Sn4Pt2,1000K,Pt,6,1,5,9.358440461728613e-07,0.9428524634371115,7.331499085288649e-07,0.9286361217377384,-0.014216341699373136,-2.026941376439964e-07,-21.658965345018224,False
O3Sn4Pt2,1000K,PtSn,6,1,5,5.121351431261059e-07,0.9398677713934024,3.6268403293281576e-07,0.9233503090948928,-0.01651746229850959,-1.4945111019329012e-07,-29.181967337962966,False
O3Sn4Pt2,1000K,Sn,6,1,5,1.6399160853574544e-07,0.8633770109093639,5.828799094661834e-08,0.6448365509424571,-0.21854045996690685,-1.057036175891271e-07,-64.45672344636266,False
O3Sn4Pt2,1100K,Pt,6,1,5,2.9927634173100535e-07,0.6519989543647025,9.390139921329893e-08,0.10634053981211927,-0.5456584145525831,-2.053749425177064e-07,-68.6238482232922,False
O3Sn4Pt2,1100K,PtSn,6,1,5,1.4111360932818994e-07,0.5948645953241687,3.653638292004475e-08,0.06497007529946208,-0.5298945200247066,-1.0457722640814519e-07,-74.10853347597993,False
O3Sn4Pt2,1100K,Sn,6,1,5,1.1158154894041606e-08,0.0552388559172224,-1.0598020175131774e-08,0.03980168300036957,-0.015437172916852829,-2.1756175069173382e-08,-194.98004173423925,False
O3Sn4Pt2,200K,Pt,6,0,6,5.3519148956562865e-11,0.0007447568708820061,5.3519148956562865e-11,0.0007447568708820061,0.0,0.0,0.0,False
O3Sn4Pt2,200K,PtSn,6,0,6,2.1132226273730617e-10,0.025122992035452717,2.1132226273730617e-10,0.025122992035452717,0.0,0.0,0.0,False
O3Sn4Pt2,200K,Sn,6,0,6,3.409828412813331e-10,0.073226335336129,3.409828412813331e-10,0.073226335336129,0.0,0.0,0.0,False
O3Sn4Pt2,300K,Pt,6,0,6,-3.0472469220647555e-10,0.014603838216356997,-3.0472469220647555e-10,0.014603838216356997,0.0,0.0,-0.0,False
O3Sn4Pt2,300K,PtSn,6,0,6,3.0084022838058234e-11,0.00024681115628777167,3.0084022838058234e-11,0.00024681115628777167,0.0,0.0,0.0,False
O3Sn4Pt2,300K,Sn,6,0,6,3.0518198389386925e-10,0.021027681925029816,3.0518198389386925e-10,0.021027681925029816,0.0,0.0,0.0,False
O3Sn4Pt2,400K,Pt,6,1,5,6.867907409221463e-10,0.02011241274029155,1.709412592506425e-09,0.08895392489860923,0.06884151215831769,1.0226218515842789e-09,148.89860777843566,True
O3Sn4Pt2,400K,PtSn,6,1,5,-2.590071380685106e-10,0.00828864762272181,4.2558616783550845e-10,0.017141002332041987,0.008852354709320177,6.84593305904019e-10,-264.31445519580063,True
O3Sn4Pt2,400K,Sn,6,1,5,-1.0361294810002214e-09,0.15493336609271613,-6.29279393327679e-10,0.05095346572570641,-0.10397990036700971,4.0685008767254235e-10,-39.266336411911766,False
O3Sn4Pt2,500K,Pt,6,2,4,2.7563166767893633e-09,0.1696637709173454,1.504369681156178e-09,0.047438595861988016,-0.1222251750553574,-1.2519469956331854e-09,-45.42101443479598,False
O3Sn4Pt2,500K,PtSn,6,2,4,1.7780960842812867e-09,0.14095544552836467,1.6360945329290627e-09,0.08990782229023121,-0.05104762323813346,-1.42001551352224e-10,-7.986157362785126,False
O3Sn4Pt2,500K,Sn,6,2,4,9.743370031542047e-10,0.04793107238235121,1.7443305929255937e-09,0.09305598890127256,0.04512491651892135,7.69993589771389e-10,79.02743991849862,True
O3Sn4Pt2,600K,Pt,6,1,5,-1.5995748748438457e-10,0.0005958205550261475,3.183020281205684e-09,0.08713694849985322,0.08654112794482707,3.3429777686900687e-09,-2089.916402954515,True
O3Sn4Pt2,600K,PtSn,6,1,5,-6.113238634062497e-11,0.0001792474937457986,4.299951527246895e-09,0.23012110828773877,0.22994186079399298,4.36108391358752e-09,-7133.8355569630385,True
O3Sn4Pt2,600K,Sn,6,1,5,2.0065521638142395e-11,2.0713361075519744e-05,5.217686814077333e-09,0.2921177041949172,0.2920969908338417,5.197621292439191e-09,25903.24530890377,True
O3Sn4Pt2,700K,Pt,6,1,5,4.719130169109049e-07,0.9063110300781809,1.6243008115319981e-07,0.7097926775121727,-0.19651835256600825,-3.094829357577051e-07,-65.5805041750171,False
O3Sn4Pt2,700K,PtSn,6,1,5,2.365391326943826e-07,0.9000732237263751,8.920382297189705e-08,0.6966545015278005,-0.2034187221985746,-1.4733530972248556e-07,-62.287921683068106,False
O3Sn4Pt2,700K,Sn,6,1,5,4.3142326011700604e-08,0.749061324839212,2.90368863247112e-08,0.525863210905168,-0.22319811393404398,-1.4105439686989404e-08,-32.6951302606259,False
O3Sn4Pt2,800K,Pt,6,1,5,2.287882110843339e-07,0.9253308123887826,3.599033676782245e-08,0.1101351682569458,-0.8151956441318368,-1.9279787431651146e-07,-84.26914717447744,False
O3Sn4Pt2,800K,PtSn,6,1,5,1.17234785124198e-07,0.9261424228939661,2.193007167436845e-08,0.14830690820860712,-0.7778355146853589,-9.530471344982955e-08,-81.29388674945254,False
O3Sn4Pt2,800K,Sn,6,1,5,2.5576119222928906e-08,0.691186016565782,1.0377382769194319e-08,0.14617862947579605,-0.545007387089986,-1.5198736453734587e-08,-59.42549892443796,False
O3Sn4Pt2,900K,Pt,6,0,6,4.15970275653615e-07,0.9409948370922491,4.15970275653615e-07,0.9409948370922491,0.0,0.0,0.0,False
O3Sn4Pt2,900K,PtSn,6,0,6,2.073216770065651e-07,0.942357531184414,2.073216770065651e-07,0.942357531184414,0.0,0.0,0.0,False
O3Sn4Pt2,900K,Sn,6,0,6,3.5883856325953173e-08,0.6128184861268583,3.5883856325953173e-08,0.6128184861268583,0.0,0.0,0.0,False
O3Sn5Pt3,1000K,Pt,6,0,6,1.9889329502864903e-06,0.9782852770920509,1.9889329502864903e-06,0.9782852770920509,0.0,0.0,0.0,False
O3Sn5Pt3,1000K,PtSn,6,0,6,1.8930770813087635e-06,0.986557920249502,1.8930770813087635e-06,0.986557920249502,0.0,0.0,0.0,False
O3Sn5Pt3,1000K,Sn,6,0,6,1.7985639617430318e-06,0.9894745812674355,1.7985639617430318e-06,0.9894745812674355,0.0,0.0,0.0,False
