composition,temperature,temp_value,element,n_runs,n_runs_original,n_runs_filtered,D_ensemble,R2_ensemble,intercept
O4Pt3Sn6,200K,200,Pt,6,6,0,-1.1290775072188451e-09,0.03758008305054632,0.13484664906132968
O4Pt3Sn6,200K,200,PtSn,6,6,0,-6.629264562549945e-10,0.021752977094408904,0.11913469652073187
O4Pt3Sn6,200K,200,Sn,6,6,0,-2.799118833977052e-10,0.0057448497046491175,0.1062248620093306
O4Pt3Sn6,300K,300,Pt,6,6,0,-3.4176454292530143e-09,0.14100075674402662,0.23692853282919532
O4Pt3Sn6,300K,300,PtSn,6,6,0,-2.3973201323001156e-09,0.12535468588000445,0.19857586412703584
O4Pt3Sn6,300K,300,Sn,6,6,0,-1.5589631747078875e-09,0.08171500047529842,0.1670630863372161
O4Pt3Sn6,400K,400,Pt,5,6,1,4.89192914656006e-09,0.08918360753034361,0.3359106787537136
O4Pt3Sn6,400K,400,PtSn,5,6,1,3.455087992967636e-09,0.08627732536531517,0.2845172323437559
O4Pt3Sn6,400K,400,Sn,5,6,1,2.2744957441815026e-09,0.06461127907768167,0.24228941244456537
O4Pt3Sn6,500K,500,Pt,4,6,2,2.573431409276231e-09,0.010736415041289702,0.450394048074099
O4Pt3Sn6,500K,500,PtSn,4,6,2,2.0204752654574974e-09,0.01307246699307139,0.37241252610357306
O4Pt3Sn6,500K,500,Sn,4,6,2,1.5661376689477898e-09,0.014437008565088524,0.3083384045796024
O4Pt3Sn6,600K,600,Pt,5,6,1,9.829125147585714e-09,0.022480132849405338,0.6765616253506178
O4Pt3Sn6,600K,600,PtSn,5,6,1,7.252586856276114e-10,0.0004001393321837421,0.5550028762479405
O4Pt3Sn6,600K,600,Sn,5,6,1,-6.755011768737786e-09,0.13434177123480762,0.45512326960771
O4Pt3Sn6,700K,700,Pt,5,6,1,1.5499118006211807e-07,0.6245817407039334,2.1942631244997806
O4Pt3Sn6,700K,700,PtSn,5,6,1,1.6201637803700045e-07,0.760572006219313,1.8564600997255727
O4Pt3Sn6,700K,700,Sn,5,6,1,1.67788723613343e-07,0.8410739746377072,1.578901626057932
O4Pt3Sn6,800K,800,Pt,3,6,3,7.759606688729118e-07,0.8631742052923421,2.46989480351907
O4Pt3Sn6,800K,800,PtSn,3,6,3,4.016373191176798e-07,0.7556869393571515,2.3882403703990582
O4Pt3Sn6,800K,800,Sn,5,6,1,7.60964467820793e-08,0.34908085854889415,1.6659953218772874
O4Pt3Sn6,900K,900,Pt,4,6,2,7.993820069031739e-07,0.93512361070885,2.6007950329933314
O4Pt3Sn6,900K,900,PtSn,4,6,2,6.123994584208243e-07,0.9488109394777318,1.9862801684516493
O4Pt3Sn6,900K,900,Sn,4,6,2,4.587640005831273e-07,0.866375886953376,1.4813587835831878
Sn7Pt4O3,1000K,1000,Pt,5,6,1,1.6360736165798335e-06,0.9808659256490467,3.3577128195199
Sn7Pt4O3,1000K,1000,PtSn,5,6,1,1.076691457488353e-06,0.9616193953805109,3.412728642558612
Sn7Pt4O3,1000K,1000,Sn,3,6,3,5.687770731418498e-07,0.814563104402257,3.737692130558047
Sn7Pt4O3,1100K,1100,Pt,1,6,5,1.4664453148336152e-06,0.7036792205991993,6.707179990210878
Sn7Pt4O3,1100K,1100,PtSn,3,6,3,1.4753251708401014e-06,0.9651882583272676,4.7171344547924665
Sn7Pt4O3,1100K,1100,Sn,1,6,5,1.5064294274384831e-06,0.849764806223315,3.240749672801707
Sn7Pt4O3,200K,200,Pt,5,6,1,5.367452625008629e-08,0.8747429974612491,0.2115950693515115
Sn7Pt4O3,200K,200,PtSn,5,6,1,3.68686275077254e-08,0.8661097390796619,0.18226776638125056
Sn7Pt4O3,200K,200,Sn,5,6,1,2.108726422545551e-08,0.8323796171241385,0.15472835743760638
