composition,temperature,temp_value,element,n_runs,n_runs_original,n_runs_filtered,D_ensemble,R2_ensemble,intercept
Sn1Pt2O1,600K,600,Pt,5,6,1,1.6897762264660044e-08,0.18213920079242962,0.3164351661401859
Sn1Pt2O1,600K,600,PtSn,3,6,3,1.9250095360046224e-08,0.16776036234986155,0.40797917862202804
Sn1Pt2O1,600K,600,Sn,3,6,3,1.878163277040302e-08,0.033266418683366536,0.9001162773536954
Sn1Pt2O1,700K,700,Pt,2,6,4,2.668902165657083e-09,0.005415166582473637,0.34852024940822585
Sn1Pt2O1,700K,700,PtSn,2,6,4,-4.461535122029582e-09,0.013490703162534538,0.5177787484281464
Sn1Pt2O1,700K,700,Sn,4,6,2,-3.0119256046632157e-10,1.125626560262338e-05,1.0447386729004813
Sn1Pt2O1,800K,800,Pt,6,6,0,-3.3401617549476885e-09,0.007737834047344775,0.5546940812639248
Sn1Pt2O1,800K,800,PtSn,6,6,0,-9.545648586209192e-09,0.047621486896007786,0.8063879370723158
Sn1Pt2O1,800K,800,Sn,6,6,0,-2.994080016810141e-08,0.07322604993813393,1.6336126792082184
Sn1Pt2O1,900K,900,Pt,5,6,1,7.56427704483158e-08,0.40721186388144287,1.1030089323862584
Sn1Pt2O1,900K,900,PtSn,5,6,1,6.613310362730509e-08,0.3244003217697466,1.4085480372818155
Sn1Pt2O1,900K,900,Sn,5,6,1,3.487833215913447e-08,0.027052469123602416,2.412742263018164
Pt7Sn6O1,1000K,1000,Pt,2,6,4,9.225900545211645e-07,0.9175449482715199,5.333065941070305
Pt7Sn6O1,1000K,1000,PtSn,2,6,4,8.087606455375014e-07,0.9255549587383067,4.77520379286473
Pt7Sn6O1,1000K,1000,Sn,4,6,2,5.823631385006902e-07,0.9320612220091871,4.853536885501164
Pt7Sn6O1,1100K,1100,Pt,2,6,4,7.565110424145261e-07,0.7942554625327027,8.797395289022411
Pt7Sn6O1,1100K,1100,PtSn,2,6,4,9.400021494471606e-07,0.8634814453573891,7.802986193279319
Pt7Sn6O1,1100K,1100,Sn,2,6,4,1.2917927254609384e-06,0.8900169416205947,5.8965033873636
Pt7Sn6O1,200K,200,Pt,5,6,1,1.838545170967653e-08,0.8249826737876946,0.12896947619361293
Pt7Sn6O1,200K,200,PtSn,5,6,1,1.700154769458702e-08,0.8013965775198407,0.1383759042036448
Pt7Sn6O1,200K,200,Sn,5,6,1,1.4348321135440815e-08,0.722747678105276,0.15640995963091348
Pt7Sn6O1,300K,300,Pt,6,6,0,-1.0227663332019681e-09,0.052045165823866604,0.15654565885507266
Pt7Sn6O1,300K,300,PtSn,6,6,0,-8.528701282379182e-10,0.03490410963861366,0.1694770942771501
Pt7Sn6O1,300K,300,Sn,6,6,0,-5.271441808133572e-10,0.009566196488593609,0.19426928188577527
Pt7Sn6O1,400K,400,Pt,5,6,1,-2.2518262438100374e-08,0.4954848174441837,0.5022655875698555
Pt7Sn6O1,400K,400,PtSn,5,6,1,-2.2576007552788113e-08,0.49909918999473213,0.527509619543765
Pt7Sn6O1,400K,400,Sn,5,6,1,-2.2686723125551152e-08,0.4898524112847596,0.5759075846826239
Pt7Sn6O1,500K,500,Pt,3,6,3,-2.0474893683351968e-08,0.3272685322021586,0.7509047481565478
Pt7Sn6O1,500K,500,PtSn,3,6,3,-2.3871725774811492e-08,0.369864018573153,0.817997853188055
Pt7Sn6O1,500K,500,Sn,5,6,1,-5.470679788655869e-08,0.6163960545267796,1.1422174782250591
Pt7Sn6O1,600K,600,Pt,2,6,4,2.568883297079671e-08,0.11773705076848903,1.3756706809022299
Pt7Sn6O1,600K,600,PtSn,2,6,4,9.417715144242424e-08,0.4999151232413041,1.3056508435244574
Pt7Sn6O1,600K,600,Sn,4,6,2,2.2059294191604185e-07,0.7859620052803493,1.2493419069808143
Pt7Sn6O1,700K,700,Pt,6,6,0,7.510513016516603e-07,0.9552483354180248,1.8240062049956434
Pt7Sn6O1,700K,700,PtSn,6,6,0,8.337202546723845e-07,0.9720918326790301,1.6262941775435218
Pt7Sn6O1,700K,700,Sn,6,6,0,9.922137570619266e-07,0.9734155090343717,1.247239001696073
Pt7Sn6O1,800K,800,Pt,3,6,3,3.416137300956834e-07,0.6936721507676051,3.513000051045092
Pt7Sn6O1,800K,800,PtSn,5,6,1,2.715234319157452e-07,0.7893637557706573,2.9126622044523707
Pt7Sn6O1,800K,800,Sn,3,6,3,3.4743699925284236e-07,0.8602317129047724,2.4030693701584314
Pt7Sn6O1,900K,900,Pt,6,6,0,1.168436573406658e-06,0.9836388760883443,4.1065665517162175
Pt7Sn6O1,900K,900,PtSn,6,6,0,9.919281621001314e-07,0.9722967662606579,4.233676212032041
Pt7Sn6O1,900K,900,Sn,6,6,0,6.535261514097224e-07,0.8869913179248095,4.4773708752198536
Pt7Sn5O1,1000K,1000,Pt,3,6,3,7.579125755299827e-07,0.9250789221508305,5.9622324852418025
Pt7Sn5O1,1000K,1000,PtSn,3,6,3,7.694717108310476e-07,0.9594703860924665,5.482946685650444
Pt7Sn5O1,1000K,1000,Sn,5,6,1,9.780712407192922e-07,0.9744516042088834,5.577391949945874
Pt7Sn5O1,1100K,1100,Pt,3,6,3,1.2112656750833134e-06,0.9644368717491442,6.663252476647379
Pt7Sn5O1,1100K,1100,PtSn,3,6,3,1.113587554072853e-06,0.9654987470443146,6.5607475323511695
Pt7Sn5O1,1100K,1100,Sn,4,6,2,8.61414341430422e-07,0.8534072042340092,7.123439375514577
Pt7Sn5O1,200K,200,Pt,5,6,1,5.7291655710830175e-09,0.33411101686176864,0.0825299286342417
Pt7Sn5O1,200K,200,PtSn,5,6,1,6.469825651201135e-09,0.34968746081216756,0.09021547367957622
Pt7Sn5O1,200K,200,Sn,5,6,1,8.173829751953955e-09,0.3661443840800937,0.10789707937721187
Pt7Sn5O1,300K,300,Pt,5,6,1,1.0113428279817637e-07,0.8403037398383212,0.5858716074436829
Pt7Sn5O1,300K,300,PtSn,5,6,1,1.1069791299587398e-07,0.8416845177642464,0.618793698224935
Pt7Sn5O1,300K,300,Sn,5,6,1,1.32700467004903e-07,0.8405635235402066,0.6945353247681312
Pt7Sn5O1,400K,400,Pt,4,6,2,2.882011252092111e-08,0.5533444509047147,0.4914516554955841
Pt7Sn5O1,400K,400,PtSn,4,6,2,2.5965550619632237e-08,0.4918746368602982,0.5163784591130753
Pt7Sn5O1,400K,400,Sn,4,6,2,1.939818375289988e-08,0.2881119465199121,0.5737262137771059
Pt7Sn5O1,500K,500,Pt,2,6,4,1.5761093792431237e-07,0.8220181512024097,0.8246268558539901
Pt7Sn5O1,500K,500,PtSn,4,6,2,1.0804489834178489e-07,0.7880013400069799,0.9774160223292263
Pt7Sn5O1,500K,500,Sn,4,6,2,3.666364228739038e-08,0.2305509748982462,1.0896710107037768
Pt7Sn5O1,600K,600,Pt,6,6,0,3.871363329907189e-07,0.9777401286807165,1.2120497010357933
Pt7Sn5O1,600K,600,PtSn,6,6,0,4.1333808204955603e-07,0.9801996849105249,1.2724735077716938
Pt7Sn5O1,600K,600,Sn,6,6,0,4.7361887302444915e-07,0.972544953141216,1.4114869513359531
Pt7Sn5O1,700K,700,Pt,5,6,1,2.854543966152169e-07,0.8068434623609289,2.315756446674243
Pt7Sn5O1,700K,700,PtSn,5,6,1,2.1248330294118955e-07,0.71424229110492,2.4697064166104354
Pt7Sn5O1,700K,700,Sn,5,6,1,4.460293392839193e-08,0.10064876353406661,2.823889925249156
Pt7Sn5O1,800K,800,Pt,6,6,0,6.303992030614252e-07,0.9541066020753619,2.547626587489083
Pt7Sn5O1,800K,800,PtSn,6,6,0,5.107122305893306e-07,0.9419444763576151,2.6618488903834963
Pt7Sn5O1,800K,800,Sn,6,6,0,2.353553046200533e-07,0.762573069070789,2.9246329904681048
Pt7Sn5O1,900K,900,Pt,6,6,0,5.206912884513376e-07,0.9368862127754618,3.1064325725910695
Pt7Sn5O1,900K,900,PtSn,6,6,0,5.630674651097977e-07,0.9438592327109743,3.1056666378307973
Pt7Sn5O1,900K,900,Sn,6,6,0,6.605596200137155e-07,0.9403168913496996,3.1039051084308924
Pt5Sn4O1,1000K,1000,Pt,4,6,2,3.16795901871087e-07,0.8440326466704213,2.9926977564538344
Pt5Sn4O1,1000K,1000,PtSn,4,6,2,2.2418720849839356e-07,0.7923310249816551,2.993318154508929
Pt5Sn4O1,1000K,1000,Sn,4,6,2,3.39555935451279e-08,0.05753828367151853,2.994592272097285
Pt5Sn4O1,1100K,1100,Pt,4,6,2,9.918995845296715e-07,0.8472532615241353,5.7177095764013846
Pt5Sn4O1,1100K,1100,PtSn,4,6,2,8.88110609657381e-07,0.8626134000366852,5.841060281127722
Pt5Sn4O1,1100K,1100,Sn,4,6,2,6.749123795680871e-07,0.8489050829317349,6.0944420783348185
Pt5Sn4O1,200K,200,Pt,5,6,1,-7.391455615392808e-10,0.012192763953410768,0.1387387493756823
Pt5Sn4O1,200K,200,PtSn,5,6,1,-1.1442990628566643e-09,0.024448162819748664,0.15664612431138036
Pt5Sn4O1,200K,200,Sn,5,6,1,-1.9765485088367028e-09,0.047112211546686565,0.19343050931158048
Pt5Sn4O1,300K,300,Pt,4,6,2,-7.249369098165721e-10,0.005393731637550406,0.21846977062652181
Pt5Sn4O1,300K,300,PtSn,4,6,2,-7.339342559249117e-10,0.004874842856005685,0.2458298075051237
Pt5Sn4O1,300K,300,Sn,4,6,2,-7.524273786072628e-10,0.0034385595239148753,0.30203131574126657
Pt5Sn4O1,400K,400,Pt,5,6,1,-2.0015584101974326e-10,0.0002717957591136295,0.2869276898549734
Pt5Sn4O1,400K,400,PtSn,5,6,1,5.664854722229089e-10,0.001831471108670548,0.319347556798675
Pt5Sn4O1,400K,400,Sn,5,6,1,2.141270716464651e-09,0.01652214375900104,0.38594266355071
Pt5Sn4O1,500K,500,Pt,5,6,1,-2.046778731381277e-09,0.011587391052674277,0.38037188673212896
Pt5Sn4O1,500K,500,PtSn,5,6,1,-2.7568906883553072e-09,0.017281303018601462,0.43413609001322884
Pt5Sn4O1,500K,500,Sn,5,6,1,-4.215574604593458e-09,0.025561776584657272,0.544575555093159
Pt5Sn4O1,600K,600,Pt,6,6,0,1.0313804068917287e-07,0.8642074314152914,0.5010733241943861
Pt5Sn4O1,600K,600,PtSn,6,6,0,1.1856292541967769e-07,0.8777065394009366,0.5653308878229513
Pt5Sn4O1,600K,600,Sn,6,6,0,1.5024790295774928e-07,0.8814227639129626,0.6973250872283083
Pt5Sn4O1,700K,700,Pt,6,6,0,1.3778645114226128e-07,0.9148742094891239,0.7283300903803646
Pt5Sn4O1,700K,700,PtSn,6,6,0,1.4470205622110505e-07,0.9076728519722769,0.8183367273173856
Pt5Sn4O1,700K,700,Sn,6,6,0,1.5890771407991973e-07,0.8746010266066572,1.0032233950559943
Pt5Sn4O1,800K,800,Pt,6,6,0,1.659192677793276e-07,0.7472545739832159,1.9238227208904397
Pt5Sn4O1,800K,800,PtSn,6,6,0,1.7627026484598062e-07,0.7919116778395102,1.8820326741626636
Pt5Sn4O1,800K,800,Sn,6,6,0,1.975327119707107e-07,0.7555896394917787,1.7961899049325376
Pt5Sn4O1,900K,900,Pt,5,6,1,4.309383154911231e-07,0.9025353008595722,2.8703824371895053
Pt5Sn4O1,900K,900,PtSn,5,6,1,3.5511360169498624e-07,0.8569148656880674,2.929367680477836
Pt5Sn4O1,900K,900,Sn,5,6,1,1.9935862535061068e-07,0.5708246195761678,3.050532058499632
Pt5Sn3O1,1000K,1000,Pt,5,6,1,5.189696192184646e-07,0.907227776403544,4.251205843675002
Pt5Sn3O1,1000K,1000,PtSn,5,6,1,4.429963764777431e-07,0.8785373770331752,3.9956555554784234
Pt5Sn3O1,1000K,1000,Sn,5,6,1,2.349160232579565e-07,0.5931801759036236,3.2957405709655028
Pt5Sn3O1,1100K,1100,Pt,3,6,3,2.9983305839053036e-06,0.9864409030803575,3.202774564344111
Pt5Sn3O1,1100K,1100,PtSn,3,6,3,2.758248944082309e-06,0.9829969978368996,3.445318447542986
Pt5Sn3O1,1100K,1100,Sn,2,6,4,8.081985609090693e-07,0.7918979822571195,3.485981990552971
Pt5Sn3O1,200K,200,Pt,2,6,4,-1.4991846351707318e-09,0.035957910874518544,0.1235893713164551
Pt5Sn3O1,200K,200,PtSn,5,6,1,-1.2924183474583412e-09,0.11177472665896308,0.11640178935482821
Pt5Sn3O1,200K,200,Sn,2,6,4,-2.0106104700636445e-10,0.00043303544394846145,0.15433679374221385
Pt5Sn3O1,300K,300,Pt,5,6,1,1.1542196581091553e-08,0.3769760900148256,0.2642885832247269
Pt5Sn3O1,300K,300,PtSn,5,6,1,9.498408929691148e-09,0.3864180352630749,0.24774789241733908
Pt5Sn3O1,300K,300,Sn,5,6,1,3.900757050604908e-09,0.1452302471175604,0.2024453310126189
Pt5Sn3O1,400K,400,Pt,6,6,0,4.235955179372783e-08,0.7908383100802119,0.31621821267878625
Pt5Sn3O1,400K,400,PtSn,6,6,0,3.5882740374029336e-08,0.7948146384618476,0.31411339780508707
Pt5Sn3O1,400K,400,Sn,6,6,0,1.8143706089688486e-08,0.5958968539855513,0.30834848984978547
Pt5Sn3O1,500K,500,Pt,5,6,1,1.4294984835852324e-08,0.21891746768439393,0.45568647470914003
Pt5Sn3O1,500K,500,PtSn,5,6,1,1.744656571741691e-08,0.29522708118915747,0.43923310696642776
Pt5Sn3O1,500K,500,Sn,5,6,1,2.6078289368063096e-08,0.4070837226446634,0.39416977802863007
Pt5Sn3O1,600K,600,Pt,5,6,1,1.5661946785111335e-07,0.8144842631409238,1.0637310151852084
Pt5Sn3O1,600K,600,PtSn,5,6,1,1.3382111933628534e-07,0.7839253203795276,1.0888015619853677
Pt5Sn3O1,600K,600,Sn,5,6,1,7.13796493546316e-08,0.5208057159151832,1.1574664952648193
Pt5Sn3O1,700K,700,Pt,6,6,0,2.801887635580426e-07,0.9649388722442088,1.1775792159442837
Pt5Sn3O1,700K,700,PtSn,6,6,0,2.58207661018486e-07,0.9600481447844288,1.133317804540766
Pt5Sn3O1,700K,700,Sn,6,6,0,1.9800460799044625e-07,0.8889931615771872,1.0120918844931759
Pt5Sn3O1,800K,800,Pt,5,6,1,5.53013113804067e-07,0.9630792367402167,1.7447853367272042
Pt5Sn3O1,800K,800,PtSn,5,6,1,4.6062812752083775e-07,0.967767780129047,1.6611558781838793
Pt5Sn3O1,800K,800,Sn,5,6,1,2.0759884177659568e-07,0.9144364703210658,1.4321062181982025
Pt5Sn3O1,900K,900,Pt,6,6,0,1.1701894267548705e-06,0.9692270021912542,3.1530975148410043
Pt5Sn3O1,900K,900,PtSn,6,6,0,1.0582336209059412e-06,0.97052667767658,2.948418575035098
Pt5Sn3O1,900K,900,Sn,6,6,0,7.516026652106042e-07,0.955170290551197,2.3878320000447224
Pt3Sn2O1,1000K,1000,Pt,5,6,1,3.3050432406571913e-07,0.8089177125913478,1.6540404741700292
Pt3Sn2O1,1000K,1000,PtSn,5,6,1,2.454701660080439e-07,0.7695418394530306,1.4089216916415077
Pt3Sn2O1,1000K,1000,Sn,5,6,1,3.5863301787012565e-08,0.1897123155959204,0.8047101529664022
Pt3Sn2O1,1100K,1100,Pt,6,6,0,1.3744820211224471e-06,0.9164879929500893,1.9161018619562338
Pt3Sn2O1,1100K,1100,PtSn,6,6,0,1.1321877319757623e-06,0.9281561739105744,1.5456796524660321
Pt3Sn2O1,1100K,1100,Sn,6,6,0,5.349387538635529e-07,0.9559433823440067,0.63259859085889
Pt3Sn2O1,200K,200,Pt,4,6,2,5.841751828882119e-11,0.0010430616447474343,0.041262572352967125
Pt3Sn2O1,200K,200,PtSn,4,6,2,-8.30893235969581e-11,0.002263384222181516,0.04568344077019895
Pt3Sn2O1,200K,200,Sn,2,6,4,-1.00031541562011e-09,0.08207497660313462,0.05872083497147301
Pt3Sn2O1,300K,300,Pt,3,6,3,5.108767899517152e-10,0.025120084253048694,0.06033109681645668
Pt3Sn2O1,300K,300,PtSn,3,6,3,5.784096787318575e-10,0.03591585547370199,0.06458322879664632
Pt3Sn2O1,300K,300,Sn,5,6,1,9.447286773980126e-10,0.06653975969217564,0.07304151594397834
Pt3Sn2O1,400K,400,Pt,5,6,1,6.362557832500354e-10,0.02400293877962294,0.09022345970528706
Pt3Sn2O1,400K,400,PtSn,5,6,1,8.961728856057001e-10,0.05124934288144664,0.0944604446835126
Pt3Sn2O1,400K,400,Sn,5,6,1,1.5368567917053608e-09,0.09730378588711462,0.10490450487106483
Pt3Sn2O1,500K,500,Pt,6,6,0,1.5199613037521235e-09,0.08136874759954456,0.1280292918130221
Pt3Sn2O1,500K,500,PtSn,6,6,0,1.5858493128057717e-09,0.09347328399400262,0.13576719297713669
Pt3Sn2O1,500K,500,Sn,6,6,0,1.7482637340327607e-09,0.06965887961985806,0.15484085458038727
Pt3Sn2O1,600K,600,Pt,5,6,1,-6.051448651467967e-10,0.008359961380764107,0.15571562067885383
Pt3Sn2O1,600K,600,PtSn,5,6,1,-4.944557640444857e-10,0.006389658555824673,0.1655081875796557
Pt3Sn2O1,600K,600,Sn,5,6,1,-2.216143927260021e-10,0.0009350159570074507,0.18964658021863334
Pt3Sn2O1,700K,700,Pt,5,6,1,5.017873273186073e-10,0.0047311735632320825,0.17703557839355927
Pt3Sn2O1,700K,700,PtSn,5,6,1,1.1524785836989896e-10,0.0002694323843965093,0.1902758329871331
Pt3Sn2O1,700K,700,Sn,5,6,1,-8.375746057523501e-10,0.007632052841951843,0.222912710684954
Pt3Sn2O1,800K,800,Pt,4,6,2,1.8964476107331106e-09,0.041741793538483334,0.1938999204757691
Pt3Sn2O1,800K,800,PtSn,4,6,2,2.515223473146088e-09,0.07693378571012802,0.20993397250783105
Pt3Sn2O1,800K,800,Sn,2,6,4,8.965091065279698e-09,0.19001800100389674,0.24371383146619174
Pt3Sn2O1,900K,900,Pt,3,6,3,-5.14042530556199e-09,0.18938906862970445,0.24801048272114087
Pt3Sn2O1,900K,900,PtSn,3,6,3,-4.0313939237554035e-09,0.1388381235957673,0.2586344171322303
Pt3Sn2O1,900K,900,Sn,5,6,1,2.299041482557608e-09,0.036783168551715,0.2661885571124488
Pt2Sn2O1,1000K,1000,Pt,6,6,0,2.3991772841993555e-07,0.7446940541116718,1.214170013849646
Pt2Sn2O1,1000K,1000,PtSn,6,6,0,1.9363061799372517e-07,0.7370622883227419,1.0806532179226385
Pt2Sn2O1,1000K,1000,Sn,6,6,0,1.1756634725613567e-07,0.6937160266248521,0.8612427750303895
Pt2Sn2O1,1100K,1100,Pt,4,6,2,6.650613927871537e-07,0.9553733038273363,0.64081213383152
Pt2Sn2O1,1100K,1100,PtSn,4,6,2,5.289568704354476e-07,0.9518345832898337,0.6361875488609199
Pt2Sn2O1,1100K,1100,Sn,4,6,2,3.052941482514787e-07,0.9294810961328986,0.6285878403744911
Pt2Sn2O1,200K,200,Pt,4,6,2,-1.9114791742322683e-09,0.08407021229632483,0.08710002531469672
Pt2Sn2O1,200K,200,PtSn,4,6,2,-1.3271143146064292e-09,0.0537387036459168,0.08282890132302564
Pt2Sn2O1,200K,200,Sn,4,6,2,-3.2106018384993545e-12,5.595989110463411e-07,0.07681231113498946
Pt2Sn2O1,300K,300,Pt,6,6,0,-2.784304905233309e-09,0.12080442044072225,0.14982372409966394
Pt2Sn2O1,300K,300,PtSn,6,6,0,-2.5077652976329264e-09,0.12926400071778943,0.14545525027858472
Pt2Sn2O1,300K,300,Sn,6,6,0,-2.053318746178175e-09,0.11682688448357728,0.1382764390802445
Pt2Sn2O1,400K,400,Pt,6,6,0,-5.174835097279812e-09,0.2768835564912454,0.18986122644590336
Pt2Sn2O1,400K,400,PtSn,6,6,0,-3.4745872371557814e-09,0.18762462706045455,0.18199362978097544
Pt2Sn2O1,400K,400,Sn,6,6,0,-6.805457835328344e-10,0.01036511523596126,0.1690646919047682
Pt2Sn2O1,500K,500,Pt,6,6,0,2.439575809222352e-09,0.027502033439716026,0.22398178596710555
Pt2Sn2O1,500K,500,PtSn,6,6,0,2.7935241058674987e-09,0.04393576298910471,0.2157468726117513
Pt2Sn2O1,500K,500,Sn,6,6,0,3.375174679486596e-09,0.076179550597084,0.20221428338530525
Pt2Sn2O1,600K,600,Pt,4,6,2,9.06851983461289e-10,0.0018044054105387536,0.3192593356249215
Pt2Sn2O1,600K,600,PtSn,4,6,2,1.815215665561806e-11,9.884289551679245e-07,0.3076614752768851
Pt2Sn2O1,600K,600,Sn,4,6,2,-1.4422571672777095e-09,0.008972436116881633,0.2886024682852775
Pt2Sn2O1,700K,700,Pt,6,6,0,1.3526828937449166e-08,0.20990923341008602,0.28741895363663283
Pt2Sn2O1,700K,700,PtSn,6,6,0,1.0548102526133459e-08,0.1838634856408251,0.29202599499775866
Pt2Sn2O1,700K,700,Sn,6,6,0,5.653113404060533e-09,0.09599408705933016,0.2995968184807991
Pt2Sn2O1,800K,800,Pt,5,6,1,-5.918887914133775e-09,0.066031348094025,0.4308819449568885
Pt2Sn2O1,800K,800,PtSn,5,6,1,-5.693892506920375e-09,0.08350801274477651,0.41860977622666834
Pt2Sn2O1,800K,800,Sn,5,6,1,-5.324148759091932e-09,0.0949664502460027,0.3984426515532411
Pt2Sn2O1,900K,900,Pt,5,6,1,1.9587075104133073e-07,0.7732157404262162,0.41967552460042357
Pt2Sn2O1,900K,900,PtSn,5,6,1,1.5504806331170144e-07,0.7714482121821518,0.4295185205035025
Pt2Sn2O1,900K,900,Sn,5,6,1,8.79634758189381e-08,0.7401369342468714,0.4456938543351747
g-1-O1Sn4Pt3,1000K,1000,Pt,5,6,1,1.4624918228055952e-06,0.9335195102627731,5.719995448881898
g-1-O1Sn4Pt3,1000K,1000,PtSn,5,6,1,1.1744300033854968e-06,0.9321327832979343,5.248416547236298
g-1-O1Sn4Pt3,1000K,1000,Sn,5,6,1,8.193973694048533e-07,0.908285510861989,4.667202338875591
g-1-O1Sn4Pt3,1100K,1100,Pt,3,6,3,5.237373159714197e-07,0.7985080512757778,4.763007955478914
g-1-O1Sn4Pt3,1100K,1100,PtSn,1,6,5,5.659032624980204e-07,0.7783141491222204,3.3858121316728877
g-1-O1Sn4Pt3,1100K,1100,Sn,1,6,5,2.59352422213335e-07,0.5821842733341187,1.976098554932346
g-1-O1Sn4Pt3,200K,200,Pt,4,6,2,-5.491182671694877e-09,0.2709012488990567,0.18651120049624018
g-1-O1Sn4Pt3,200K,200,PtSn,5,6,1,-2.54341422659618e-09,0.1417845904776711,0.15212901353266445
g-1-O1Sn4Pt3,200K,200,Sn,5,6,1,-1.8614023700084978e-09,0.11457679802119293,0.13017754930686318
g-1-O1Sn4Pt3,300K,300,Pt,6,6,0,6.108439951816424e-08,0.6927089795749144,0.5265519727162875
g-1-O1Sn4Pt3,300K,300,PtSn,6,6,0,7.025057650310026e-08,0.7568771282174016,0.5216550438977567
g-1-O1Sn4Pt3,300K,300,Sn,6,6,0,8.154778872170342e-08,0.7954321948745636,0.5156195831129367
g-1-O1Sn4Pt3,400K,400,Pt,5,6,1,-3.985526948373837e-10,8.497376972250919e-05,0.9786215968326687
g-1-O1Sn4Pt3,400K,400,PtSn,3,6,3,1.2848272620838802e-08,0.024977420331203003,1.1316070311775064
g-1-O1Sn4Pt3,400K,400,Sn,3,6,3,3.3558985165905956e-08,0.1228570419317793,1.1421849605487768
g-1-O1Sn4Pt3,500K,500,Pt,4,6,2,2.2095242864099862e-08,0.10319607214562242,0.7322142083706396
g-1-O1Sn4Pt3,500K,500,PtSn,2,6,4,1.0945990655279487e-07,0.5265083516390203,0.6893149931746283
g-1-O1Sn4Pt3,500K,500,Sn,2,6,4,2.0101872248057995e-07,0.7139326420531481,0.6061851613586828
g-1-O1Sn4Pt3,600K,600,Pt,4,6,2,-3.8965470442386524e-08,0.1372836859459732,1.5921370771612022
g-1-O1Sn4Pt3,600K,600,PtSn,4,6,2,-4.383588705438846e-08,0.15409835587060405,1.648892837588662
g-1-O1Sn4Pt3,600K,600,Sn,4,6,2,-4.983868758588287e-08,0.16277494590656305,1.7188439205488417
g-1-O1Sn4Pt3,700K,700,Pt,6,6,0,8.116538310290442e-07,0.8515759188109375,4.407968851685842
g-1-O1Sn4Pt3,700K,700,PtSn,6,6,0,8.411858889760971e-07,0.8810496417141456,4.041708742090036
g-1-O1Sn4Pt3,700K,700,Sn,6,6,0,8.77583824623975e-07,0.9065081784981232,3.590297984459908
g-1-O1Sn4Pt3,800K,800,Pt,6,6,0,6.57614872805025e-07,0.9335304502258862,3.8027496725110814
g-1-O1Sn4Pt3,800K,800,PtSn,6,6,0,5.941332996774003e-07,0.9508415092708963,3.5096351493307756
g-1-O1Sn4Pt3,800K,800,Sn,6,6,0,5.158931735383052e-07,0.9444015609173739,3.1483740458254648
g-1-O1Sn4Pt3,900K,900,Pt,3,6,3,8.36745097587392e-07,0.8806253965576646,4.324304708673239
g-1-O1Sn4Pt3,900K,900,PtSn,1,6,5,3.125371580317133e-07,0.49226266218796105,1.9388912553790292
g-1-O1Sn4Pt3,900K,900,Sn,1,6,5,2.4403486951523964e-07,0.3952361458016557,1.896536521796395
pt7sn1-1,1000K,1000,Pt,2,3,1,2.0998478774223862e-06,0.9707171306404558,6.342487215736169
pt7sn1-1,1000K,1000,PtSn,2,3,1,2.0887795354651433e-06,0.9662848228308304,6.0696582167001125
pt7sn1-1,1000K,1000,Sn,2,3,1,1.96145450752781e-06,0.821263918178603,2.931228570430152
pt7sn1-1,200K,200,Pt,3,3,0,-3.548691661212946e-09,0.17518603935008126,0.1793283435273367
pt7sn1-1,200K,200,PtSn,3,3,0,-3.6739112995417248e-09,0.1708512958507619,0.1855264852553621
pt7sn1-1,200K,200,Sn,3,3,0,-5.114349937508473e-09,0.06923864299878423,0.2568249377649641
pt7sn1-1,300K,300,Pt,3,3,0,1.569220630178164e-09,0.14957072145351386,0.07556763775821708
pt7sn1-1,300K,300,PtSn,3,3,0,1.4749394721265527e-09,0.11698843993448588,0.0847149222087996
pt7sn1-1,300K,300,Sn,3,3,0,3.903886324504682e-10,0.0006813907217846094,0.18993798910743717
pt7sn1-1,400K,400,Pt,3,3,0,-1.5079602587904627e-08,0.5247601570652941,0.25364237618349744
pt7sn1-1,400K,400,PtSn,3,3,0,-1.543111928219157e-08,0.5407913655380661,0.26343832694508773
pt7sn1-1,400K,400,Sn,3,3,0,-1.9474670003986148e-08,0.46211876400193824,0.37612297270139156
pt7sn1-1,500K,500,Pt,3,3,0,3.944852366056843e-08,0.5120097964040035,0.2630042068291879
pt7sn1-1,500K,500,PtSn,3,3,0,4.9487672825464756e-08,0.535639914722505,0.2867825690181197
pt7sn1-1,500K,500,Sn,3,3,0,1.649701227470622e-07,0.5333396544235774,0.5603096631604505
pt7sn1-1,600K,600,Pt,3,3,0,5.193421171449093e-10,0.0009436076929481293,0.37085178726848356
pt7sn1-1,600K,600,PtSn,3,3,0,1.6546805532262297e-09,0.009036636780164592,0.37699513944674573
pt7sn1-1,600K,600,Sn,3,3,0,1.4714632887385588e-08,0.0946843621889348,0.4476635621684593
pt7sn1-1,700K,700,Pt,3,3,0,4.6736882304203825e-07,0.9377845055632233,1.0141783057365203
pt7sn1-1,700K,700,PtSn,3,3,0,4.826300326097108e-07,0.94470312229481,1.0765821029444669
pt7sn1-1,700K,700,Sn,3,3,0,6.581822897249292e-07,0.8275937734901918,1.794425504384725
pt7sn1-1,800K,800,Pt,3,3,0,7.235276508680923e-07,0.9618496239935328,3.187220189704645
pt7sn1-1,800K,800,PtSn,3,3,0,7.183034214461091e-07,0.9635641556954344,3.2393012452913132
pt7sn1-1,800K,800,Sn,3,3,0,6.58208553321905e-07,0.726883012734973,3.838390046910439
pt7sn1-1,900K,900,Pt,2,3,1,9.747038086899894e-07,0.8400346272882283,4.650228644375053
