group_key,composition,temperature,element,run_id,gmx_D,filepath,reason
Pt7Sn5O1_1100K_Pt,Pt7Sn5O1,1100K,Pt,9,9.672e-06,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\o68\o1-3\Pt7Sn5O1\1100K\T1100.r9.gpu0_msd_Pt.xvg,IQR_outlier
Pt7Sn5O1_1100K_Pt,Pt7Sn5O1,1100K,Pt,9,3.5700000000000003e-07,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\o68\o1-2\Pt7Sn5O1\1100K\T1100.r9.gpu0_msd_Pt.xvg,Intercept>10.0A²
Pt7Sn5O1_1100K_Pt,Pt7Sn5O1,1100K,Pt,29,-5.930000000000001e-07,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\more\run3\o1\Pt7Sn5O1\1100K\T1100.r29.gpu0_msd_Pt.xvg,Intercept>10.0A²
Pt7Sn5O1_1100K_PtSn,Pt7Sn5O1,1100K,PtSn,9,9.835000000000002e-06,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\o68\o1-3\Pt7Sn5O1\1100K\T1100.r9.gpu0_msd_PtSn.xvg,IQR_outlier
Pt7Sn5O1_1100K_PtSn,Pt7Sn5O1,1100K,PtSn,9,4.84e-07,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\o68\o1-2\Pt7Sn5O1\1100K\T1100.r9.gpu0_msd_PtSn.xvg,Intercept>10.0A²
Pt7Sn5O1_1100K_PtSn,Pt7Sn5O1,1100K,PtSn,29,-3.0300000000000005e-07,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\more\run3\o1\Pt7Sn5O1\1100K\T1100.r29.gpu0_msd_PtSn.xvg,Intercept>10.0A²
Pt7Sn5O1_1100K_Sn,Pt7Sn5O1,1100K,Sn,9,1.0212000000000001e-05,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\o68\o1-3\Pt7Sn5O1\1100K\T1100.r9.gpu0_msd_Sn.xvg,IQR_outlier
Pt7Sn5O1_1100K_Sn,Pt7Sn5O1,1100K,Sn,29,3.6400000000000003e-07,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\more\run3\o1\Pt7Sn5O1\1100K\T1100.r29.gpu0_msd_Sn.xvg,Intercept>10.0A²
Pt7Sn5O1_200K_Pt,Pt7Sn5O1,200K,Pt,0,-2.1e-08,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\o68\o1\Pt7Sn5O1\200K\T200.r0.gpu0_msd_Pt.xvg,IQR_outlier
Pt7Sn5O1_200K_PtSn,Pt7Sn5O1,200K,PtSn,0,-2.2000000000000002e-08,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\o68\o1\Pt7Sn5O1\200K\T200.r0.gpu0_msd_PtSn.xvg,IQR_outlier
Pt7Sn5O1_200K_Sn,Pt7Sn5O1,200K,Sn,0,-2.5000000000000002e-08,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\o68\o1\Pt7Sn5O1\200K\T200.r0.gpu0_msd_Sn.xvg,IQR_outlier
Pt7Sn5O1_300K_Pt,Pt7Sn5O1,300K,Pt,4,-1.1000000000000001e-08,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\more\run3\o1\Pt7Sn5O1\300K\T300.r4.gpu0_msd_Pt.xvg,IQR_outlier
Pt7Sn5O1_300K_PtSn,Pt7Sn5O1,300K,PtSn,4,-1.1000000000000001e-08,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\more\run3\o1\Pt7Sn5O1\300K\T300.r4.gpu0_msd_PtSn.xvg,IQR_outlier
Pt7Sn5O1_300K_Sn,Pt7Sn5O1,300K,Sn,4,-1.1000000000000001e-08,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\more\run3\o1\Pt7Sn5O1\300K\T300.r4.gpu0_msd_Sn.xvg,IQR_outlier
Pt7Sn5O1_400K_Pt,Pt7Sn5O1,400K,Pt,8,2.2900000000000003e-07,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\more\run3\o1\Pt7Sn5O1\400K\T400.r8.gpu0_msd_Pt.xvg,IQR_outlier
Pt7Sn5O1_400K_PtSn,Pt7Sn5O1,400K,PtSn,6,-6.7e-08,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\more\run3\o1\Pt7Sn5O1\400K\T400.r6.gpu0_msd_PtSn.xvg,IQR_outlier
Pt7Sn5O1_400K_PtSn,Pt7Sn5O1,400K,PtSn,8,2.53e-07,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\more\run3\o1\Pt7Sn5O1\400K\T400.r8.gpu0_msd_PtSn.xvg,IQR_outlier
Pt7Sn5O1_400K_Sn,Pt7Sn5O1,400K,Sn,6,-7.700000000000001e-08,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\more\run3\o1\Pt7Sn5O1\400K\T400.r6.gpu0_msd_Sn.xvg,IQR_outlier
Pt7Sn5O1_400K_Sn,Pt7Sn5O1,400K,Sn,8,3.1000000000000005e-07,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\more\run3\o1\Pt7Sn5O1\400K\T400.r8.gpu0_msd_Sn.xvg,IQR_outlier
Pt7Sn5O1_500K_PtSn,Pt7Sn5O1,500K,PtSn,3,-1.3100000000000002e-07,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\o68\o1-2\Pt7Sn5O1\500K\T500.r3.gpu0_msd_PtSn.xvg,IQR_outlier
Pt7Sn5O1_500K_Sn,Pt7Sn5O1,500K,Sn,3,-1.34e-07,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\o68\o1-2\Pt7Sn5O1\500K\T500.r3.gpu0_msd_Sn.xvg,IQR_outlier
Pt7Sn5O1_500K_Sn,Pt7Sn5O1,500K,Sn,11,2.9300000000000004e-07,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\more\run3\o1\Pt7Sn5O1\500K\T500.r11.gpu0_msd_Sn.xvg,IQR_outlier
Pt7Sn5O1_700K_Sn,Pt7Sn5O1,700K,Sn,16,7.860000000000001e-07,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\more\run3\o1\Pt7Sn5O1\700K\T700.r16.gpu0_msd_Sn.xvg,IQR_outlier
Pt7Sn6O1_1000K_Sn,Pt7Sn6O1,1000K,Sn,8,-7e-08,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\o68\o1\Pt7Sn6O1\1000K\T1000.r8.gpu0_msd_Sn.xvg,IQR_outlier
Pt7Sn6O1_1000K_Sn,Pt7Sn6O1,1000K,Sn,26,1.3780000000000002e-06,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\more\run3\o1\Pt7Sn6O1\1000K\T1000.r26.gpu0_msd_Sn.xvg,IQR_outlier
Pt7Sn6O1_1100K_Pt,Pt7Sn6O1,1100K,Pt,9,6.987e-06,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\o68\o1\Pt7Sn6O1\1100K\T1100.r9.gpu0_msd_Pt.xvg,IQR_outlier
Pt7Sn6O1_1100K_Pt,Pt7Sn6O1,1100K,Pt,27,-2.2830000000000004e-06,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\more\run3\o1\Pt7Sn6O1\1100K\T1100.r27.gpu0_msd_Pt.xvg,IQR_outlier
Pt7Sn6O1_1100K_Pt,Pt7Sn6O1,1100K,Pt,28,2.561e-06,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\more\run3\o1\Pt7Sn6O1\1100K\T1100.r28.gpu0_msd_Pt.xvg,Intercept>10.0A²
Pt7Sn6O1_1100K_PtSn,Pt7Sn6O1,1100K,PtSn,9,7.3020000000000006e-06,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\o68\o1\Pt7Sn6O1\1100K\T1100.r9.gpu0_msd_PtSn.xvg,IQR_outlier
Pt7Sn6O1_1100K_PtSn,Pt7Sn6O1,1100K,PtSn,27,-2.148e-06,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\more\run3\o1\Pt7Sn6O1\1100K\T1100.r27.gpu0_msd_PtSn.xvg,IQR_outlier
Pt7Sn6O1_1100K_PtSn,Pt7Sn6O1,1100K,PtSn,28,2.7800000000000005e-06,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\more\run3\o1\Pt7Sn6O1\1100K\T1100.r28.gpu0_msd_PtSn.xvg,Intercept>10.0A²
Pt7Sn6O1_1100K_Sn,Pt7Sn6O1,1100K,Sn,9,7.905e-06,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\o68\o1\Pt7Sn6O1\1100K\T1100.r9.gpu0_msd_Sn.xvg,IQR_outlier
Pt7Sn6O1_1100K_Sn,Pt7Sn6O1,1100K,Sn,27,-1.8890000000000003e-06,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\more\run3\o1\Pt7Sn6O1\1100K\T1100.r27.gpu0_msd_Sn.xvg,Intercept>10.0A²
Pt7Sn6O1_1100K_Sn,Pt7Sn6O1,1100K,Sn,29,5.110000000000001e-07,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\more\run3\o1\Pt7Sn6O1\1100K\T1100.r29.gpu0_msd_Sn.xvg,Intercept>10.0A²
Pt7Sn6O1_200K_Pt,Pt7Sn6O1,200K,Pt,0,1.7600000000000001e-07,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\o68\o1-3\Pt7Sn6O1\200K\T200.r0.gpu0_msd_Pt.xvg,IQR_outlier
Pt7Sn6O1_200K_PtSn,Pt7Sn6O1,200K,PtSn,0,1.72e-07,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\o68\o1-3\Pt7Sn6O1\200K\T200.r0.gpu0_msd_PtSn.xvg,IQR_outlier
Pt7Sn6O1_200K_Sn,Pt7Sn6O1,200K,Sn,0,1.66e-07,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\o68\o1-3\Pt7Sn6O1\200K\T200.r0.gpu0_msd_Sn.xvg,IQR_outlier
Pt7Sn6O1_400K_Pt,Pt7Sn6O1,400K,Pt,2,1.52e-07,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\o68\o1\Pt7Sn6O1\400K\T400.r2.gpu0_msd_Pt.xvg,IQR_outlier
Pt7Sn6O1_400K_PtSn,Pt7Sn6O1,400K,PtSn,2,1.6e-07,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\o68\o1\Pt7Sn6O1\400K\T400.r2.gpu0_msd_PtSn.xvg,IQR_outlier
Pt7Sn6O1_400K_Sn,Pt7Sn6O1,400K,Sn,2,1.7500000000000002e-07,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\o68\o1\Pt7Sn6O1\400K\T400.r2.gpu0_msd_Sn.xvg,IQR_outlier
Pt7Sn6O1_500K_Sn,Pt7Sn6O1,500K,Sn,3,2.2100000000000003e-07,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\o68\o1-3\Pt7Sn6O1\500K\T500.r3.gpu0_msd_Sn.xvg,IQR_outlier
Pt7Sn6O1_600K_Pt,Pt7Sn6O1,600K,Pt,13,1.061e-06,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\more\run3\o1\Pt7Sn6O1\600K\T600.r13.gpu0_msd_Pt.xvg,IQR_outlier
Pt7Sn6O1_600K_PtSn,Pt7Sn6O1,600K,PtSn,13,1.0840000000000001e-06,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\more\run3\o1\Pt7Sn6O1\600K\T600.r13.gpu0_msd_PtSn.xvg,IQR_outlier
Pt7Sn6O1_600K_Sn,Pt7Sn6O1,600K,Sn,4,4e-09,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\o68\o1-2\Pt7Sn6O1\600K\T600.r4.gpu0_msd_Sn.xvg,IQR_outlier
Pt7Sn6O1_600K_Sn,Pt7Sn6O1,600K,Sn,13,1.127e-06,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\more\run3\o1\Pt7Sn6O1\600K\T600.r13.gpu0_msd_Sn.xvg,IQR_outlier
Pt7Sn6O1_800K_PtSn,Pt7Sn6O1,800K,PtSn,6,1.0670000000000001e-06,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\o68\o1-2\Pt7Sn6O1\800K\T800.r6.gpu0_msd_PtSn.xvg,IQR_outlier
Pt7Sn9O4_1000K_Pt,Pt7Sn9O4,1000K,Pt,25,2.442e-06,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\more\run3\o4\Pt7Sn9O4\1000K\T1000.r25.gpu0_msd_Pt.xvg,IQR_outlier
Pt7Sn9O4_1100K_Pt,Pt7Sn9O4,1100K,Pt,9,3.4160000000000004e-06,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\o68\o4\Pt7Sn9O4\1100K\T1100.r9.gpu0_msd_Pt.xvg,IQR_outlier
Pt7Sn9O4_1100K_Pt,Pt7Sn9O4,1100K,Pt,28,1.2820000000000002e-06,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\more\run3\o4\Pt7Sn9O4\1100K\T1100.r28.gpu0_msd_Pt.xvg,Intercept>10.0A²
Pt7Sn9O4_1100K_PtSn,Pt7Sn9O4,1100K,PtSn,28,1.035e-06,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\more\run3\o4\Pt7Sn9O4\1100K\T1100.r28.gpu0_msd_PtSn.xvg,Intercept>10.0A²
Pt7Sn9O4_300K_Pt,Pt7Sn9O4,300K,Pt,4,2.1700000000000002e-07,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\more\run3\o4\Pt7Sn9O4\300K\T300.r4.gpu0_msd_Pt.xvg,IQR_outlier
Pt7Sn9O4_300K_PtSn,Pt7Sn9O4,300K,PtSn,4,1.6400000000000004e-07,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\more\run3\o4\Pt7Sn9O4\300K\T300.r4.gpu0_msd_PtSn.xvg,IQR_outlier
Pt7Sn9O4_300K_Sn,Pt7Sn9O4,300K,Sn,4,9.700000000000001e-08,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\more\run3\o4\Pt7Sn9O4\300K\T300.r4.gpu0_msd_Sn.xvg,IQR_outlier
Pt7Sn9O4_400K_Pt,Pt7Sn9O4,400K,Pt,2,1.33e-07,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\o68\o4\Pt7Sn9O4\400K\T400.r2.gpu0_msd_Pt.xvg,IQR_outlier
Pt7Sn9O4_400K_PtSn,Pt7Sn9O4,400K,PtSn,2,2.56e-07,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\o68\o4\Pt7Sn9O4\400K\T400.r2.gpu0_msd_PtSn.xvg,IQR_outlier
Pt7Sn9O4_400K_Sn,Pt7Sn9O4,400K,Sn,2,4.1400000000000003e-07,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\o68\o4\Pt7Sn9O4\400K\T400.r2.gpu0_msd_Sn.xvg,IQR_outlier
Pt7Sn9O4_800K_Sn,Pt7Sn9O4,800K,Sn,6,1.165e-06,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\o68\o4\Pt7Sn9O4\800K\T800.r6.gpu0_msd_Sn.xvg,IQR_outlier
Sn10Pt7O4_1100K_Pt,Sn10Pt7O4,1100K,Pt,9,1.065e-06,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\o68\o4\Sn10Pt7O4\1100K\T1100.r9.gpu0_msd_Pt.xvg,Intercept>10.0A²
Sn10Pt7O4_1100K_Pt,Sn10Pt7O4,1100K,Pt,27,9.440000000000001e-07,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\more\run3\o4\Sn10Pt7O4\1100K\T1100.r27.gpu0_msd_Pt.xvg,Intercept>10.0A²
Sn10Pt7O4_1100K_Pt,Sn10Pt7O4,1100K,Pt,28,2.4550000000000002e-06,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\more\run3\o4\Sn10Pt7O4\1100K\T1100.r28.gpu0_msd_Pt.xvg,Intercept>10.0A²
Sn10Pt7O4_1100K_PtSn,Sn10Pt7O4,1100K,PtSn,9,1.2180000000000002e-06,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\o68\o4\Sn10Pt7O4\1100K\T1100.r9.gpu0_msd_PtSn.xvg,Intercept>10.0A²
Sn10Pt7O4_1100K_PtSn,Sn10Pt7O4,1100K,PtSn,28,2.25e-06,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\more\run3\o4\Sn10Pt7O4\1100K\T1100.r28.gpu0_msd_PtSn.xvg,Intercept>10.0A²
Sn10Pt7O4_1100K_Sn,Sn10Pt7O4,1100K,Sn,9,4.569e-06,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\o68\o4-3\Sn10Pt7O4\1100K\T1100.r9.gpu0_msd_Sn.xvg,IQR_outlier
Sn10Pt7O4_1100K_Sn,Sn10Pt7O4,1100K,Sn,28,2.015e-06,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\more\run3\o4\Sn10Pt7O4\1100K\T1100.r28.gpu0_msd_Sn.xvg,Intercept>10.0A²
Sn10Pt7O4_500K_Pt,Sn10Pt7O4,500K,Pt,10,1.28e-07,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\more\run3\o4\Sn10Pt7O4\500K\T500.r10.gpu0_msd_Pt.xvg,IQR_outlier
Sn10Pt7O4_600K_Pt,Sn10Pt7O4,600K,Pt,4,1.47e-07,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\o68\o4-2\Sn10Pt7O4\600K\T600.r4.gpu0_msd_Pt.xvg,IQR_outlier
Sn10Pt7O4_600K_PtSn,Sn10Pt7O4,600K,PtSn,4,1.0800000000000001e-07,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\o68\o4-2\Sn10Pt7O4\600K\T600.r4.gpu0_msd_PtSn.xvg,IQR_outlier
Sn10Pt7O4_700K_Pt,Sn10Pt7O4,700K,Pt,5,3.84e-07,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\o68\o4\Sn10Pt7O4\700K\T700.r5.gpu0_msd_Pt.xvg,IQR_outlier
Sn10Pt7O4_700K_PtSn,Sn10Pt7O4,700K,PtSn,5,2.9600000000000006e-07,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\o68\o4\Sn10Pt7O4\700K\T700.r5.gpu0_msd_PtSn.xvg,IQR_outlier
Sn10Pt7O4_700K_PtSn,Sn10Pt7O4,700K,PtSn,16,-6.1e-08,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\more\run3\o4\Sn10Pt7O4\700K\T700.r16.gpu0_msd_PtSn.xvg,IQR_outlier
Sn10Pt7O4_700K_Sn,Sn10Pt7O4,700K,Sn,5,1.9400000000000002e-07,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\o68\o4\Sn10Pt7O4\700K\T700.r5.gpu0_msd_Sn.xvg,IQR_outlier
Sn10Pt7O4_700K_Sn,Sn10Pt7O4,700K,Sn,16,-6.8e-08,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\more\run3\o4\Sn10Pt7O4\700K\T700.r16.gpu0_msd_Sn.xvg,IQR_outlier
Sn1Pt2O1_1100K_Pt,Sn1Pt2O1,1100K,Pt,9,2.7400000000000004e-06,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\o68\o1-2\Sn1Pt2O1\1100K\T1100.r9.gpu0_msd_Pt.xvg,IQR_outlier
Sn1Pt2O1_1100K_Pt,Sn1Pt2O1,1100K,Pt,9,-5.09e-07,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\o68\o1-3\Sn1Pt2O1\1100K\T1100.r9.gpu0_msd_Pt.xvg,Intercept>10.0A²
Sn1Pt2O1_1100K_PtSn,Sn1Pt2O1,1100K,PtSn,9,2.693e-06,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\o68\o1-2\Sn1Pt2O1\1100K\T1100.r9.gpu0_msd_PtSn.xvg,IQR_outlier
Sn1Pt2O1_1100K_PtSn,Sn1Pt2O1,1100K,PtSn,9,-4.77e-07,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\o68\o1-3\Sn1Pt2O1\1100K\T1100.r9.gpu0_msd_PtSn.xvg,Intercept>10.0A²
Sn1Pt2O1_1100K_Sn,Sn1Pt2O1,1100K,Sn,9,2.536e-06,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\o68\o1-2\Sn1Pt2O1\1100K\T1100.r9.gpu0_msd_Sn.xvg,IQR_outlier
Sn1Pt2O1_1100K_Sn,Sn1Pt2O1,1100K,Sn,9,-3.72e-07,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\o68\o1-3\Sn1Pt2O1\1100K\T1100.r9.gpu0_msd_Sn.xvg,Intercept>10.0A²
Sn1Pt2O1_400K_Pt,Sn1Pt2O1,400K,Pt,2,1.7e-08,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\o68\o1-3\Sn1Pt2O1\400K\T400.r2.gpu0_msd_Pt.xvg,IQR_outlier
Sn1Pt2O1_400K_Sn,Sn1Pt2O1,400K,Sn,6,7.100000000000001e-08,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\more\run3\o1\Sn1Pt2O1\400K\T400.r6.gpu0_msd_Sn.xvg,IQR_outlier
Sn1Pt2O1_500K_PtSn,Sn1Pt2O1,500K,PtSn,10,-1e-09,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\more\run3\o1\Sn1Pt2O1\500K\T500.r10.gpu0_msd_PtSn.xvg,IQR_outlier
Sn1Pt2O1_500K_PtSn,Sn1Pt2O1,500K,PtSn,11,-3.1e-08,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\more\run3\o1\Sn1Pt2O1\500K\T500.r11.gpu0_msd_PtSn.xvg,IQR_outlier
Sn1Pt2O1_600K_Pt,Sn1Pt2O1,600K,Pt,4,-6e-09,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\o68\o1\Sn1Pt2O1\600K\T600.r4.gpu0_msd_Pt.xvg,IQR_outlier
Sn1Pt2O1_700K_Pt,Sn1Pt2O1,700K,Pt,16,-2.1e-08,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\more\run3\o1\Sn1Pt2O1\700K\T700.r16.gpu0_msd_Pt.xvg,IQR_outlier
Sn1Pt2O1_700K_Sn,Sn1Pt2O1,700K,Sn,5,1.22e-07,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\o68\o1-2\Sn1Pt2O1\700K\T700.r5.gpu0_msd_Sn.xvg,IQR_outlier
Sn1Pt2O1_900K_Sn,Sn1Pt2O1,900K,Sn,22,4.3600000000000004e-07,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\more\run3\o1\Sn1Pt2O1\900K\T900.r22.gpu0_msd_Sn.xvg,IQR_outlier
Sn3O2Pt2_1000K_Sn,Sn3O2Pt2,1000K,Sn,8,7e-08,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\o68\o2-2\Sn3O2Pt2\1000K\T1000.r8.gpu0_msd_Sn.xvg,IQR_outlier
Sn3O2Pt2_1100K_Pt,Sn3O2Pt2,1100K,Pt,28,3.54e-07,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\more\run3\o2\Sn3O2Pt2\1100K\T1100.r28.gpu0_msd_Pt.xvg,IQR_outlier
Sn3O2Pt2_1100K_PtSn,Sn3O2Pt2,1100K,PtSn,28,1.85e-07,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\more\run3\o2\Sn3O2Pt2\1100K\T1100.r28.gpu0_msd_PtSn.xvg,IQR_outlier
Sn3O2Pt2_300K_PtSn,Sn3O2Pt2,300K,PtSn,1,-1e-09,c:\Users\11207\OneDrive\02_Code\work1-PtSnO\workflow\data\gmx_msd\collected_gmx_msd\o68\o2-2\Sn3O2Pt2\300K\T300.r1.gpu0_msd_PtSn.xvg,IQR_outlier
