series,sn_num,temperature,temp_value,n_pt,n_sn,total_atoms,q6,q6_std,pt_q6,sn_q6,pt_cn_total,pt_pt_bonds_per_pt,pt_sn_bonds_per_pt,sn_cn_total,sn_sn_bonds_per_sn,sn_pt_bonds_per_sn,rg,d_sn_pt,n_runs
Pt8Snx,9,1100K,1100,8.0,9.0,17.0,0.13793773292130945,0.031327346844534934,0.0,0.0,4.298064136853839,0.22421812847217387,0.31303988863455606,3.317943298016742,0.12132020752517399,0.24734015892113068,3.9306766092024503,0.7972450486408501,10
Pt8Snx,10,200K,200,8.0,10.0,18.0,0.13504268544293763,0.021206803934364825,0.0,0.0,5.171152585925283,0.2392307593601475,0.40716331388051286,3.947230145609096,0.13413849367738137,0.2605845208835282,3.3085001639216443,0.9524699342836423,7
Pt8Snx,10,300K,300,8.0,10.0,18.0,0.1635158575169358,0.0225099836686318,0.0,0.0,5.487164885850467,0.33179137240043866,0.3541042383308698,3.4231746998383032,0.11569075745207365,0.22662671253175662,3.3585921895489186,1.4470496365561119,10
Pt8Snx,10,400K,400,8.0,10.0,18.0,0.14681558703215447,0.025040271027802912,0.0,0.0,5.099510708097792,0.2589202527290677,0.37851858578315634,3.5769741869500287,0.11544552379378281,0.24225189490122007,3.4358191406757834,1.1136505998486304,10
Pt8Snx,10,500K,500,8.0,10.0,18.0,0.16037422948284272,0.02820728049927671,0.0,0.0,5.389358324994238,0.3193449269693372,0.3543248636549426,3.4557505157782016,0.11880713883865694,0.22676791273916325,3.3357454342887403,1.4157814883115458,10
Pt8Snx,10,600K,600,8.0,10.0,18.0,0.1597717803590577,0.031074852282732147,0.0,0.0,4.817879955718062,0.23368288109727503,0.36855211336748267,3.5446795307884793,0.11859460052365897,0.2358733525551889,3.8153977182384615,0.9271119442708461,10
Pt8Snx,10,700K,700,8.0,10.0,18.0,0.14145310764712477,0.027958305435452357,0.0,0.0,4.744307886579467,0.22622313486528456,0.36681535095714884,3.5405125045585577,0.11928942584328048,0.23476182461257525,3.834652393893289,0.9065383242033642,10
Pt8Snx,10,800K,800,8.0,10.0,18.0,0.13873608367143736,0.03055650080104979,0.0,0.0,4.96515123800153,0.24831638745637236,0.37232751729381897,3.63361654797104,0.12507204372906,0.23828961106804408,3.397608468033036,1.0634348095735873,10
Pt8Snx,10,900K,900,8.0,10.0,18.0,0.1345733580968048,0.029906030437762233,0.0,0.0,4.580911006111011,0.21839453319062488,0.3542193425732514,3.462786685319368,0.11957828928505591,0.2267003792468809,3.9246047162178073,0.8733418965606605,10
Pt8Snx,10,1000K,1000,8.0,10.0,18.0,0.14006350173812354,0.033492596712449356,0.0,0.0,4.49520113489584,0.22830875133882844,0.3335913905231515,3.3275502805907164,0.1192565381242547,0.21349848993481696,4.094009540342708,0.978917182336464,10
Pt8Snx,10,1100K,1100,8.0,10.0,18.0,0.131414485671512,0.031354736698185136,0.0,0.0,4.568863612106437,0.22335706135894537,0.3477508901543592,3.5019742070650723,0.12763685100771727,0.22256056969878996,3.648342195690142,0.946875182242691,10
