structure,n_partitions,phase,Cv_cluster,Cv_cluster_err,R2,R2_total,grade,grade_score
Pt8sn6,2,partition1,3.481129971015352,0.13712408255128497,0.9728295852504851,0.9998053649660236,★★★ Excellent,4
Pt8sn6,2,partition2,4.271458598748547,0.09101164026614188,0.972623499731268,0.9997155813334665,★★★ Excellent,4
