structure,n_partitions,phase,Cv_cluster,Cv_cluster_err,R2,R2_total,grade,grade_score
Pt8sn6,3,partition1,3.6223997806206922,0.10593083525288452,0.9717457614470878,0.9997820801599118,★★★ Excellent,4
Pt8sn6,3,partition2,3.127050466637229,0.48819580800017237,0.8913707693159494,0.999303263721583,★ Fair,2
Pt8sn6,3,partition3,4.924988138175425,0.15002627097622662,0.9650739515327836,0.9995285544180649,★★★ Excellent,4
